output,parameter,index,value,confidence
v_la_max,ao.r,ST,0.0002020655301248181,9.861612239764766e-06
v_la_max,ao.c,ST,0.0003827346753048527,1.8547434857077953e-05
v_la_max,art.r,ST,0.005188112175249412,0.00038585623400002483
v_la_max,art.c,ST,0.007248353348976069,0.000469913673749687
v_la_max,ven.r,ST,0.007461968757656238,0.0005932237359908425
v_la_max,ven.c,ST,0.018899071772210826,0.0009779534647808691
v_la_max,av.r,ST,7.062917767808035e-06,6.926492088433167e-07
v_la_max,mv.r,ST,9.511554148531352e-05,1.1539995419494117e-05
v_la_max,la.E_pas,ST,0.010577907096192333,0.00035883808318977044
v_la_max,la.E_act,ST,0.00012630033333876914,1.0660926638715349e-05
v_la_max,la.k_pas,ST,0.8965076587976937,0.027731178541556396
v_la_max,lv.E_pas,ST,0.0014679120118774717,7.53268331899341e-05
v_la_max,lv.E_act,ST,0.002350607345293672,0.00011228911042727425
v_la_max,lv.k_pas,ST,0.08763577103374563,0.004569846183135285
v_la_max,ao.r,S1,0.00014667732417027963,0.0004731741089420031
v_la_max,ao.c,S1,0.00015529195031390843,0.0006086031739380238
v_la_max,art.r,S1,0.0025423424901143002,0.0022339163725720165
v_la_max,art.c,S1,0.004011527779411805,0.00305196276061516
v_la_max,ven.r,S1,0.0026461895097712727,0.002309822671168224
v_la_max,ven.c,S1,0.014225915028710389,0.004247280444343572
v_la_max,av.r,S1,3.92805909067097e-05,7.57472452780814e-05
v_la_max,mv.r,S1,-0.00015882191745054293,0.0002833755381266255
v_la_max,la.E_pas,S1,0.009822325149883633,0.0033063595471735084
v_la_max,la.E_act,S1,1.0939656825873255e-05,0.0003716325161713651
v_la_max,la.k_pas,S1,0.8617606911851408,0.027079006826693224
v_la_max,lv.E_pas,S1,0.0010442391308719853,0.0010525426603457512
v_la_max,lv.E_act,S1,0.0016630699825366817,0.0016365759070673534
v_la_max,lv.k_pas,S1,0.06540716437860987,0.008895268068593157
v_la_max,"('ao.r', 'ao.c')",S2,1.1351620115700482e-06,0.0007289994664075745
v_la_max,"('ao.r', 'art.r')",S2,-1.0091858997013977e-05,0.0007296361243789541
v_la_max,"('ao.r', 'art.c')",S2,4.148807483610184e-06,0.0007191400491389051
v_la_max,"('ao.r', 'ven.r')",S2,5.040331547336019e-06,0.0007430075902521195
v_la_max,"('ao.r', 'ven.c')",S2,2.6257756384175795e-05,0.0007403690065729651
v_la_max,"('ao.r', 'av.r')",S2,1.9937155058778462e-07,0.0007297525217035343
v_la_max,"('ao.r', 'mv.r')",S2,-2.1799113090940176e-06,0.0007296984685119676
v_la_max,"('ao.r', 'la.E_pas')",S2,-1.8768934838177959e-06,0.0007463114352324694
v_la_max,"('ao.r', 'la.E_act')",S2,4.167167714881702e-07,0.0007299706111969966
v_la_max,"('ao.r', 'la.k_pas')",S2,5.079135211705221e-05,0.0009069401545230706
v_la_max,"('ao.r', 'lv.E_pas')",S2,-7.130751101286793e-07,0.0007315080795968551
v_la_max,"('ao.r', 'lv.E_act')",S2,-1.5963410987972736e-05,0.0007342257194831738
v_la_max,"('ao.r', 'lv.k_pas')",S2,6.286416052159183e-07,0.0007356723359953756
v_la_max,"('ao.c', 'art.r')",S2,0.00025390753203704793,0.0009259113563369299
v_la_max,"('ao.c', 'art.c')",S2,0.00023772440765013406,0.0009244395745697405
v_la_max,"('ao.c', 'ven.r')",S2,0.00022661789429758274,0.0009175523051609456
v_la_max,"('ao.c', 'ven.c')",S2,0.00023094603954445375,0.0009315461364545464
v_la_max,"('ao.c', 'av.r')",S2,0.00023472342057194318,0.0009236028824534536
v_la_max,"('ao.c', 'mv.r')",S2,0.00022870303109783204,0.0009238271258596461
v_la_max,"('ao.c', 'la.E_pas')",S2,0.00023282553474355747,0.0009313347516322502
v_la_max,"('ao.c', 'la.E_act')",S2,0.00023360662116918504,0.0009240491395160311
v_la_max,"('ao.c', 'la.k_pas')",S2,0.0003002662204003581,0.0013724824346495021
v_la_max,"('ao.c', 'lv.E_pas')",S2,0.0002300497136116708,0.0009280301449895845
v_la_max,"('ao.c', 'lv.E_act')",S2,0.00023475313401169202,0.0009199688558520778
v_la_max,"('ao.c', 'lv.k_pas')",S2,0.00020803881739760166,0.0009272086035698334
v_la_max,"('art.r', 'art.c')",S2,3.592909547022946e-06,0.0032577783069408753
v_la_max,"('art.r', 'ven.r')",S2,-2.300766989534993e-05,0.003259904685754261
v_la_max,"('art.r', 'ven.c')",S2,6.889219859824817e-05,0.003325504220300342
v_la_max,"('art.r', 'av.r')",S2,-9.756310172803526e-05,0.003266578256301439
v_la_max,"('art.r', 'mv.r')",S2,-9.664910607958517e-05,0.00326703220782968
v_la_max,"('art.r', 'la.E_pas')",S2,-8.585997978934057e-05,0.003263277958938217
v_la_max,"('art.r', 'la.E_act')",S2,-0.00010007490326636687,0.0032630143227048328
v_la_max,"('art.r', 'la.k_pas')",S2,0.001938811840757948,0.005163733141471899
v_la_max,"('art.r', 'lv.E_pas')",S2,-8.893320144531163e-05,0.003272450631610513
v_la_max,"('art.r', 'lv.E_act')",S2,-0.00011065567928685862,0.003279971396444915
v_la_max,"('art.r', 'lv.k_pas')",S2,0.0002723655229317362,0.003084376870726681
v_la_max,"('art.c', 'ven.r')",S2,0.0006067850311085557,0.0044039962689205936
v_la_max,"('art.c', 'ven.c')",S2,0.0003612895020734079,0.004525130576757544
v_la_max,"('art.c', 'av.r')",S2,0.0005273601322270673,0.004392405835929162
v_la_max,"('art.c', 'mv.r')",S2,0.0005446048976167674,0.004392205225285321
