time_ind,v_la,v_lv,v_sas,v_sat,v_svn,v_ra,v_rv,v_pas,v_pat,v_pvn,p_lv,q_ao,p_sas,p_sat,q_sas,p_svn,q_sat,p_ra,q_svn,q_ti,p_rv,q_po,p_pas,p_pat,q_pas,p_pvn,q_pat,p_la,q_pvn,q_mi,T
0,164.47719021196295,214.40767062154566,19.45255553830239,379.52570344146505,349.73544744031966,59.63330608097166,183.2797311829538,26.452798845353144,234.69556548954532,289.689391841141,18.876330773066396,-0.0,164.58291271398224,164.56610925534653,6.469506807465943,13.714564691522561,131.7019131913793,0.4369091913185863,158.20449599132405,-0.0,4.405413127611852,-0.0,100.74652037696332,100.70613702086378,13.813017965043752,15.02347009401342,136.35561211397774,13.908957938302144,162.26585314423804,-0.0,7.568741955282564
1,164.56377025015138,214.40767062154566,19.449055857575665,379.4580086591457,349.7211204861309,59.7188274982064,183.2797311829538,26.445332370619177,234.62932639208745,289.67651737514444,18.88229754680089,-0.0,164.55330284362677,164.5367561263169,6.476923100567896,13.714002872749276,131.67676876752475,0.4387651807270749,158.17568758273148,-0.0,4.4100914487433,-0.0,100.71808401552843,100.67771431244651,13.808656705308058,15.022802416285746,136.31272455793794,13.937198253303299,158.05703399516625,-0.0,7.5692825797079415
2,164.64810810556392,214.40767062154566,19.445552790709428,379.39033084381737,349.7067955266781,59.804333339853805,183.2797311829538,26.43786825540854,234.56310815790715,289.66586186912275,18.900168709605357,-0.0,164.5236643240429,164.50741035434282,6.482008622079573,13.713441132197792,131.65163138187535,0.44062545826554267,158.14682901269276,-0.0,4.424103550142139,-0.0,100.68965664043061,100.6493005563079,13.80428229286486,15.0222498151876,136.26963340738527,13.96476057928906,153.96368013986736,-0.0,7.569823204133319
3,164.73026476602092,214.40767062154566,19.44204767868097,379.322668661615,349.692472595032,59.889823565730744,183.2797311829538,26.430406508548437,234.49691090728118,289.6573642061518,18.929952483255953,-0.0,164.49400850088398,164.47807136104728,6.484565341482858,13.712879471164946,131.62650079357522,0.4424900359567429,158.1179201534076,-0.0,4.4474558781914295,-0.0,100.66123828528853,100.62089580405772,13.799895777975355,15.021809121157688,136.22634456619707,13.991660770302836,149.98302186297192,-0.0,7.570363828558697
4,164.81029986526158,214.40767062154566,19.43854190800845,379.25502072246167,349.67815172173545,59.975298148853206,183.2797311829538,26.422947136314978,234.43073473826652,289.65096464815923,18.971646683914365,-0.0,164.4643471051124,164.44873854367904,6.484503435832628,13.712317890848444,131.60137669154096,0.4443589221609361,158.08896091953346,-0.0,4.480146720626324,-0.0,100.63282897400501,100.59250009777158,13.795497842884204,15.021477236142829,136.18286380571772,14.017914540501266,146.11232022685587,-0.0,7.570904452984074
5,164.88827092921184,214.40767062154566,19.435036864997723,379.18738563671195,349.6638329368309,60.06075706251813,183.2797311829538,26.415490144656758,234.36457974507016,289.6466055690634,19.025248308653996,-0.0,164.43469186589417,164.41941129967407,6.481829782036765,13.711756392426379,131.57625871595593,0.44623212514728117,158.0599512265797,-0.0,4.522173722965893,-0.0,100.60442872923552,100.56411347787294,13.791088848719298,15.021251171618974,136.1391967009156,14.043537180615502,142.34891388868428,-0.0,7.571445077409451
6,164.9642355567688,214.40767062154566,19.43153394445318,379.11976200634024,349.64951627098816,60.14620027927708,183.2797311829538,26.408035539557357,234.29844602149342,289.64422927018256,19.090753403123937,-0.0,164.4050545842994,164.39008902283462,6.476648713494278,13.711194977101442,131.5511464555866,0.44810965341117937,158.03089098765295,-0.0,4.5735337847534705,-0.0,100.57603757376876,100.53573598461129,13.786668861209986,15.021127935296981,136.0953488416706,14.068544129058923,138.6901194558592,-0.0,7.571985701834828
7,165.03825088063624,214.40767062154566,19.428034480959322,379.0521484937242,349.6352017552428,60.23162777113231,183.2797311829538,26.40058332715025,234.23233365985774,289.64377852035796,19.168157041995883,-0.0,164.3754465518935,164.36077113315443,6.469165465987419,13.710633646090658,131.52603946362532,0.4499915156125094,158.00178011407093,-0.0,4.6342230442258066,-0.0,100.54765553096433,100.50736765760104,13.782237653375368,15.021104559133748,136.0513257805229,14.092950822275641,135.1332573525645,-0.0,7.572526326260205
8,165.1103691365634,214.40767062154566,19.42453959734994,378.98454397341084,349.62088941851255,60.317039511785396,183.2797311829538,26.393133513371982,234.1662427437825,289.64520099428427,19.257453764355862,-0.0,164.34587726867537,164.33145714262582,6.4596520153390395,13.710072400528018,131.50093731383484,0.45187771988093806,157.97261852247954,-0.0,4.704237219687249,-0.0,100.51928262343178,100.47900853272273,13.777794791513962,15.02117832950675,136.00713260061653,14.116771484960305,131.67586146797944,-0.0,7.5730669506855826
9,165.18064277577747,214.40767062154566,19.421050289948305,378.9169474466019,349.6065792903601,60.402435474148334,183.2797311829538,26.38568610459774,234.10017335638534,289.6484441512415,19.358637111708077,-0.0,164.31635516427195,164.30214661816004,6.4484537213251665,13.709511241572795,131.47583957522264,0.45376827458624425,157.9434061269649,-0.0,4.783571247276026,-0.0,100.49091887545124,100.45065864564145,13.773339658622042,15.021346521621927,135.9627744121308,14.140020507759438,128.315439903246,-0.0,7.573607575110961
10,165.2491261483071,214.40767062154566,19.41756740972575,378.8493580599312,349.5922714020054,60.48781562939634,183.2797311829538,26.378241107980248,234.03412558277947,289.6534535489352,19.47169937467922,-0.0,164.2868874385259,164.272839189729,6.4359958802185,13.708950170449246,131.45074581348175,0.4556631886291045,157.91414283606176,-0.0,4.872219082364726,-0.0,100.46256431426414,100.4223180328787,13.76887146014209,15.021606312068386,135.91825651650572,14.162712900680706,125.04939622649712,-0.0,7.574148199536338
11,165.3158687922868,214.40767062154566,19.414091505204397,378.7817752628678,349.5779657825689,60.57317995041752,183.2797311829538,26.37079853070012,233.96809949937804,289.6601795656371,19.59663235191702,-0.0,164.25747873233746,164.24353461861708,6.422726793237422,13.708389188299309,131.42565566013835,0.4575624703756755,157.88482856369293,-0.0,4.970174294583885,-0.0,100.43421896721814,100.39398672722278,13.764389346125125,15.021955127432767,135.87358375257028,14.184862453129243,121.87534811584533,-0.0,7.574688823961715
12,165.38091982618033,214.40767062154566,19.410622892518923,378.7141987374125,349.5636624614999,60.658528409627344,183.2797311829538,26.363358380508977,233.90209518090685,289.66857300040596,19.733426892832775,-0.0,164.2281317204383,164.21423276693656,6.4091204344131425,13.70782829627781,131.40056879313576,0.45946612833323247,157.85546322225323,-0.0,5.077429709303733,-0.0,100.4058828638356,100.36566476073797,13.759892437941954,15.022390416123988,135.82876092293017,14.206482924981394,118.79092072579033,-0.0,7.575229448387092
13,165.44432693217104,214.40767062154566,19.407161597105173,378.6466284564369,349.549361468129,60.7438609793877,183.2797311829538,26.355920665683378,233.83611269867026,289.6785860914775,19.882072861477216,-0.0,164.1988466180343,164.18493362292443,6.395652850932918,13.707267495534921,131.37548496368402,0.4613741710197565,157.82604672395462,-0.0,5.193977379310618,-0.0,100.3775560356381,100.33735216402044,13.755379893040812,15.022909701187572,135.7837926954624,14.227587772015346,115.7937943521946,-0.0,7.575770072812469
14,165.50613671370385,214.40767062154566,19.40370742300585,378.57906461430537,349.5350628317286,60.82917763201885,183.2797311829538,26.34848539488047,233.77015212142663,289.69017215799124,20.042559365377045,-0.0,164.16962176718283,164.15563727085896,6.38278528369349,13.706706787218542,131.35040398706292,0.4632866069614252,157.7965789808841,-0.0,5.319808764229081,-0.0,100.34923851559674,100.30904896657393,13.750850940342863,15.023510561725372,135.73868363652014,14.248190217619205,112.8816912868763,-0.0,7.5763106972378464
15,165.5663946058028,214.40767062154566,19.40025994464887,378.51150763507,349.520766581544,60.91447833979581,183.2797311829538,26.34105257712183,233.70421351523242,289.70328568984513,20.21487467776002,-0.0,164.14045356723122,164.12634389461326,6.370948007878564,13.70614617247549,131.3253257528803,0.4652034446934584,157.76705990500832,-0.0,5.45491466954147,-0.0,100.32093033807053,100.28075519674275,13.746304922292701,15.024190637555492,135.6934382022278,14.268303228622477,110.05238001484655,-0.0,7.5768513216632245
16,165.62514487177785,214.40767062154566,19.396818517668034,378.44395816162125,349.5064727468228,60.99976307494654,183.2797311829538,26.333622221748833,233.63829694348797,289.7178823509875,20.39900622258033,-0.0,164.1113365663681,164.09705377295117,6.360528640560995,13.70558565245269,131.3002502282076,0.4671246927602456,157.7374894081857,-0.0,5.599285234846932,-0.0,100.29263153863647,100.25247088173154,13.741741322248664,15.02494762938302,135.64806073795634,14.287939511007757,107.3036758635163,-0.0,7.577391946088602
17,165.68243046407346,214.40767062154566,19.393382274420635,378.37641706013306,349.49218135685885,61.08503180964613,183.2797311829538,26.326194338383655,233.57240246670762,289.7339191188374,20.594940455625565,-0.0,164.08226342369863,164.06776728145414,6.351851577650933,13.705025228298869,131.27517746910502,0.4690503597166323,157.7078674021717,-0.0,5.752909840641865,-0.0,100.26434215394102,100.22419604750657,13.737159815527683,15.025779306030431,135.60255546487195,14.307111473632004,104.63344733734897,-0.0,7.577932570513979
