time_ind,v_la,v_lv,v_sas,v_sat,v_svn,v_ra,v_rv,v_pas,v_pat,v_pvn,p_lv,q_ao,p_sas,p_sat,q_sas,p_svn,q_sat,p_ra,q_svn,q_ti,p_rv,q_po,p_pas,p_pat,q_pas,p_pvn,q_pat,p_la,q_pvn,q_mi,T
0,113.82670606044051,147.520822794887,5.4376395656925265,133.92883664519195,229.10900768272603,113.00085517974962,131.95491642412222,11.612013743461745,229.4870470141942,119.12828032201952,12.054161819747733,-0.0,82.70114374633934,82.6927754348447,2.1528849186231307,8.459753208003733,55.17770916970903,1.165921883826091,73.16743022802916,-0.0,2.221295669100795,-0.0,60.41666956271177,60.41014127099446,2.690074270809959,4.509165376633529,55.96541032121147,1.1686203020962838,588.626329568469,-0.0,7.680666431869889
1,114.10861283663354,147.520822794887,5.436606198663587,133.90338516545444,229.10037150137939,113.03597620786262,131.95491642412222,11.610722477944604,229.46147178288211,118.8732400426557,12.05706032729137,-0.0,82.68542725131046,82.67706071984281,2.1524381994791844,8.459434320660145,55.166265279256216,1.1665921529708898,73.15750759133358,-0.0,2.2237326403356374,-0.0,60.40995117916606,60.40340885033411,2.6897529906025173,4.499511759589401,55.968601182969145,1.1744980518859887,585.8895991102378,-0.0,7.68114647352188
2,114.38920955148379,147.520822794887,5.435573046001832,133.87793895924162,229.09173459148877,113.07109247662781,131.95491642412222,11.60943132474371,229.43589492150457,118.61951134238389,12.065739598189621,-0.0,82.66971401659536,82.66134926091634,2.151991001972279,8.459115406415378,55.15482382968016,1.1672625773757639,73.14758312730334,-0.0,2.231029890109873,-0.0,60.40323337999559,60.39667600057554,2.68960209190459,4.489907787575105,55.97174087018777,1.1803683290625797,583.1629331617709,-0.0,7.681626515173872
3,114.66849976420504,147.520822794887,5.4345401081049935,133.85249803005095,229.08309695440514,113.10620398079894,131.95491642412222,11.608140202176632,229.41031653454368,118.36709063919061,12.080204109622093,-0.0,82.65400404824321,82.6456410602247,2.151543435651935,8.458796465319317,55.143384822384164,1.1679331571574953,73.13765683526734,-0.0,2.2431911826910644,-0.0,60.396515740211186,60.38994274922259,2.6896257159030394,4.480353325006621,55.97482953310804,1.1862310187323266,580.446328077301,-0.0,7.682106556825865
4,114.9464883214279,147.520822794887,5.433507385114822,133.8270623765637,229.0744585921866,113.14131071949488,131.95491642412222,11.60684902626167,229.38473673052863,118.11597306189775,12.100452447978101,-0.0,82.63829734840985,82.62993611695373,2.1510956529531478,8.458477497447957,55.13194825659789,1.1686038922894253,73.12772871625536,-0.0,2.260215329561148,-0.0,60.389797822860686,60.3832091248445,2.6898227725825357,4.470848187503315,55.977867374838844,1.192086011759912,577.7397705981018,-0.0,7.682586598477856
5,115.22318000863365,147.520822794887,5.432474877092334,133.80163199755535,229.0658195068672,113.17641269184526,131.95491642412222,11.605557715802236,229.35915561482835,117.86615380085172,12.126482645581172,-0.0,82.62259391802328,82.6142344303473,2.15064782761104,8.458158502876397,55.12051413162049,1.169274782745159,73.11779877128555,-0.0,2.282100676361495,-0.0,60.38307920548269,60.37647515517854,2.690187129579403,4.461392193013343,55.98085459789208,1.197933201138089,575.0432475008141,-0.0,7.683066640129848
6,115.49857978896316,147.520822794887,5.431442584011483,133.77620689184394,229.0571797005582,113.21150989694648,131.95491642412222,11.604266190559237,229.3335732926827,117.61762786791084,12.158292086980607,-0.0,82.60689375668738,82.59853599967573,2.1502001467679075,8.457839481682608,55.10908244677746,1.1699458284972386,73.10786700141546,-0.0,2.308845024105891,-0.0,60.37635947059759,60.36974086792805,2.690707399653531,4.4519851527288425,55.98379141392086,1.2037724766474336,572.3567449376312,-0.0,7.68354668178184
7,115.77269230315605,147.520822794887,5.430410505765585,133.7507870584055,229.04853917523587,113.24660233395315,131.95491642412222,11.602974381909544,229.30798985602686,117.37039059902345,12.195877763507609,-0.0,82.59119686277961,82.58284082430669,2.149752768910106,8.457520433939555,55.097653201479766,1.1706170295199163,73.09793340763535,-0.0,2.340445843203088,-0.0,60.36963826116304,60.363006287294056,2.6913687627033545,4.442626890109194,55.98667802173002,1.2096037359735252,569.6802498294012,-0.0,7.684026723433832
8,116.04552189766264,147.520822794887,5.4293786421922015,133.7253724963423,229.03989793275292,113.28169000207271,131.95491642412222,11.601682232920606,229.28240538356866,117.124437625964,12.239236329137146,-0.0,82.57550323382938,82.5671489036859,2.1493058147482604,8.457201359715649,55.08622639521081,1.1712883857890022,73.08799799087414,-0.0,2.376900320423651,-0.0,60.36291528096209,60.356271433995566,2.692154062549792,4.433317239811198,55.98951460790397,1.2154268839908142,567.0137498033058,-0.0,7.684506765085824
9,116.31707406714203,147.520822794887,5.428346993043948,133.6999632045604,229.03125597545298,113.31677290030277,131.95491642412222,11.600389679064277,229.25681996731308,116.87976342659651,12.288363108769436,-0.0,82.55981286607428,82.55146023713799,2.1488594052036856,8.456882259097428,55.07480202734421,1.1719598972738565,73.07806075230728,-0.0,2.4182045250951503,-0.0,60.35619019425835,60.34953633225198,2.6930392000767047,4.424055992814591,55.992301408321325,1.2212418010381862,564.3572291136669,-0.0,7.6849868067378155
10,116.58735341658966,147.520822794887,5.4273155580549615,133.67455918219966,229.02261330530322,113.35185102780224,131.95491642412222,11.599096681227717,229.23123366930807,116.63636337299044,12.343253436430565,-0.0,82.54412575547076,82.53577482413182,2.148413575597819,8.45656313215753,55.063380097397605,1.1726315639486937,73.06812169292209,-0.0,2.464354534217886,-0.0,60.34946279754986,60.342800998396775,2.6940001876505026,4.414842973945985,55.99503862022808,1.2270483878355454,561.7106743875801,-0.0,7.685466848389807
