time_ind,v_la,v_lv,v_sas,v_sat,v_svn,v_ra,v_rv,v_pas,v_pat,v_pvn,p_lv,q_ao,p_sas,p_sat,q_sas,p_svn,q_sat,p_ra,q_svn,q_ti,p_rv,q_po,p_pas,p_pat,q_pas,p_pvn,q_pat,p_la,q_pvn,q_mi,T
0,243.59529337817605,164.74867012198072,5.508023217949091,283.0896146486812,131.35449005088145,80.12642203860773,120.11395936382145,13.091655143144607,169.83038184051907,423.13838267467753,29.242471561255424,-0.0,126.4894531454268,126.48903528031212,1.478631982451511,6.850082255245366,77.45050368951047,1.5518389990801174,112.43106842348682,-0.0,9.537600055086052,-0.0,81.48006604645593,81.47409054267108,5.644506422281383,14.905335423752796,78.19804942236672,14.50793297978712,65.73249983258904,-0.0,10.004858360760153
1,243.63859329113205,164.74867012198072,5.507043661158742,283.0389400900317,131.33118779845975,80.2013784064693,120.11395936382145,13.087896012373987,169.78199280777127,423.14723092523985,29.246561919687228,-0.0,126.46695803278232,126.46639306489638,1.4588959959564363,6.848867052432282,77.43664265362813,1.5554238482006024,112.32920919557172,-0.0,9.541662125013044,-0.0,81.45666990440066,81.45087648407545,5.627109382073185,14.905647109357187,78.17056420980295,14.518006422319798,64.11785277795266,-0.0,10.005525351317537
2,243.68083355867182,164.74867012198072,5.506076540476089,282.98826232449375,131.30794412879212,80.2762669623575,120.11395936382145,13.08414905409179,169.7336099152632,423.1571205084903,29.258788533132513,-0.0,126.44474851015796,126.44374941659083,1.441589524035264,6.847654904685561,77.42277931358032,1.559011139977434,112.22736296326839,-0.0,9.553804180437545,-0.0,81.43334952168598,81.42766537118627,5.608100720188418,14.905995476609094,78.14303865184863,14.527839843993887,62.548973804797896,-0.0,10.006192341874922
3,243.7220423424886,164.74867012198072,5.505119627115159,282.9375835991578,131.28475913770234,80.35108759214415,120.11395936382145,13.080415034354326,169.68523245688976,423.16802320278447,29.279165391467345,-0.0,126.42277339441458,126.42110533943196,1.4285793804655627,6.8464458170023725,77.40891356076293,1.5626008728147078,112.1255298664848,-0.0,9.57404011448306,-0.0,81.41010966610618,81.404456865258,5.588489841430093,14.906379531382026,78.11547300723143,14.537439339980324,61.02469030523207,-0.0,10.006859332432304
4,243.7622489760777,164.74867012198072,5.504169569128565,282.88690726752003,131.26163281484108,80.42584030462986,120.11395936382145,13.076694009766173,169.63686040261882,423.17990964805443,29.307691241899853,-0.0,126.40095570948017,126.39846233181628,1.4212247498712782,6.845239788843002,77.39504563485191,1.5661930406607356,112.02371002218744,-0.0,9.60236868302189,-0.0,81.38695068995777,81.38125095188317,5.569310619387581,14.906798239447753,78.0878678067408,14.546811293775686,59.54377534771047,-0.0,10.007526322989689
5,243.80148198581537,164.74867012198072,5.503222318507249,282.83623737887194,131.23856515004746,80.5005251086929,120.11395936382145,13.072985358033053,169.58849440088585,423.19275129178294,29.344364331167416,-0.0,126.37920249451703,126.37582220303298,1.420230959814762,6.844036819677566,77.38117608696706,1.569787637449462,111.92190354785636,-0.0,9.638788144916806,-0.0,81.36386872019507,81.35804794214089,5.551554495405293,14.907250595024566,78.0602238230039,14.555961928100134,58.10503329917886,-0.0,10.008193313547073
6,243.8397691104307,164.74867012198072,5.502273595116676,282.78557821417706,131.21555613353547,80.57514201329028,120.11395936382145,13.069287825368647,169.54013573101423,423.20652036970364,29.389182404941284,-0.0,126.35741545802297,126.35318686588609,1.4255813704971927,6.8428369089957295,77.36730571296897,1.5733846571005277,111.82011056168993,-0.0,9.68329626142977,-0.0,81.34085595348142,81.33484844977124,5.5361137882246085,14.90773562009742,78.03254209728993,14.564897307935802,56.707299210054835,-0.0,10.008860304104457
7,243.87713731818232,164.74867012198072,5.501319371585322,282.7349338010456,131.1926057560302,80.64969102745836,120.11395936382145,13.065599607608805,169.49178622191414,423.221189888812,29.44214270585738,-0.0,126.33550211309257,126.3305581199772,1.4365467096472262,6.841640056313805,77.35343546123288,1.5769840935192634,111.71833118275568,-0.0,9.735890294266353,-0.0,81.31790116102928,81.31165335217194,5.523730554068551,14.908252363819493,78.00482394976298,14.573623343178774,55.34943827659322,-0.0,10.00952729466184
8,243.91361283495092,164.74867012198072,5.500356319536716,282.68430746744167,131.16971400882787,80.7241721603132,120.11395936382145,13.06191847029012,169.44344813182815,423.2367335994481,29.503241979065226,-0.0,126.31338602495012,126.30793745229468,1.4517849723783622,6.840446261177897,77.33956632224785,1.5805859405969402,111.61656553105165,-0.0,9.796567011086303,-0.0,81.29499043594731,81.28846373270784,5.514957389017551,14.90879990152878,77.97707096701454,14.582145793535648,54.03034486830587,-0.0,10.010194285219224
9,243.94922115766227,164.74867012198072,5.499382169393448,282.63370148188665,131.14688088378836,80.79858542105092,120.11395936382145,13.058241882184767,169.39512401462125,423.25312598204897,29.572476468622185,-0.0,126.29101507369816,126.28532587645077,1.4694983703155082,6.839255523163504,77.32569921824093,1.5841901922106882,111.51481372749974,-0.0,9.865322681922688,-0.0,81.2721080243367,81.26528081656502,5.510127955150087,14.909377334281432,77.9492849766529,14.590470270540989,52.74894211707641,-0.0,10.010861275776609
10,243.98398707421342,164.74867012198072,5.498395944172222,282.5831168197431,131.12410637325556,80.87293081894857,120.11395936382145,13.05456716556828,169.3468165693684,423.2703422273672,29.649841918489027,-0.0,126.26836682332319,126.26272382825314,1.487638226568044,6.838067841871361,77.31183490268567,1.5877968422236097,111.4130758938551,-0.0,9.94215308017061,-0.0,81.24923726053031,81.24210589859238,5.509341506541341,14.909983788154946,77.92146800546894,14.598602240944986,51.50418124156736,-0.0,10.011528266333993
11,244.0179346823418,164.74867012198072,5.497398052932292,282.5325530699091,131.10139046991327,80.94720836336477,120.11395936382145,13.0508916571145,169.2985284793419,423.288358217719,29.735333572796012,-0.0,126.24545066770023,126.240131124015,1.5041419491436119,6.836883216919927,77.29797387678171,1.5914058844848487,111.31135215254513,-0.0,10.027053482851462,-0.0,81.22636156847354,81.21894026605767,5.512460808397838,14.910618413587619,77.89362222351123,14.606547029922202,50.295040907217995,-0.0,10.012195256891378
12,244.0510874074578,164.74867012198072,5.496390220285891,282.4820085054948,131.07873316659914,81.02141806373966,120.11395936382145,13.047212860144388,169.25026225969034,423.30715050922475,29.828946176131577,-0.0,126.22230621182904,126.21754699213375,1.5171608329785198,6.835701647935695,77.284116338797,1.595017312829631,111.20964262646308,-0.0,10.12001867089956,-0.0,81.20346540929283,81.19578512557324,5.519124266781594,14.911280384752944,77.86574988044049,14.614309824142394,49.12052661483593,-0.0,10.01286224744876
13,244.08346802012883,164.74867012198072,5.495375279598913,282.4314802908272,131.05613445609723,81.09555992959619,120.11395936382145,13.04352858536149,169.2020201166712,423.3266963143558,29.930673973861623,-0.0,126.1989985227742,126.19497016558476,1.5252615403113945,6.834523134542352,77.27026216596113,1.5986311210793658,111.10794743873588,-0.0,10.22104292947928,-0.0,81.18053515720771,81.17264153556467,5.528769979244787,14.911968898944837,77.83785323697535,14.621895674813986,47.9796700955028,-0.0,10.013529238006145
14,244.1150986544307,164.74867012198072,5.494356832883054,282.38096482177923,131.03359433091828,81.16963397053885,120.11395936382145,13.03983708090463,169.15380381761335,423.34697348356855,30.040510712500357,-0.0,126.17561031923009,126.17239903398557,1.5275905290841936,6.833347676349341,77.25641093135548,1.602247303041631,111.0062667124816,-0.0,10.330120048353303,-0.0,81.15755990895474,81.14951034388682,5.540672623822547,14.912683175930656,77.80993449048619,14.629309500912314,46.87152866959257,-0.0,10.014196228563529
15,244.14600082388503,164.74867012198072,5.4933388218612915,282.3304581548844,131.0111127831195,81.24364019625425,120.11395936382145,13.036137117889634,169.10561460544858,423.36796048929403,30.15844964008505,-0.0,126.15223212121904,126.14983183533124,1.5239475724934246,6.832175272942444,77.24256196263471,1.6058658525102396,110.90460057060847,-0.0,10.447243322254787,-0.0,81.13453201618373,81.12639214682135,5.553989578948768,14.913422457387236,77.78199570960177,14.636556092022053,45.795184683334064,-0.0,10.014863219120913
16,244.17619543773162,164.74867012198072,5.492325113110098,282.2799564223276,130.98868980417095,81.31757861651074,120.11395936382145,13.032428053888113,169.05745313532827,423.3896364095693,30.28448350657625,-0.0,126.12895272305506,126.12726684141927,1.5148002507924727,6.83100592387683,77.22871441464912,1.609486763265264,110.80294913566658,-0.0,10.572405551284822,-0.0,81.11144748053793,81.10328725866928,5.567808262056146,14.914186006324295,77.75403877590641,14.64364011125461,44.7497449308884,-0.0,10.015530209678298
17,244.20570281713114,164.74867012198072,5.491319063702061,282.22945626639074,130.96632538486816,81.39144924115841,120.11395936382145,13.02870986289165,169.00931944480277,423.4119809116918,30.418604564307433,-0.0,126.10584921850824,126.10470255196668,1.5012271866218687,6.82983962867249,77.21486736559127,1.6131100290730747,110.70131252975027,-0.0,10.705599041358955,-0.0,81.08830614014572,81.0801956974449,5.581200798366077,14.914973106508652,77.72606533221366,14.650566098188392,43.73434007277521,-0.0,10.01619720023568
18,244.2345427115092,164.74867012198072,5.490323129231292,282.1789552314492,130.94401951530978,81.4652520801291,120.11395936382145,13.024983129159159,168.9612129601519,423.4349742356971,30.560804568478602,-0.0,126.08297799927195,126.08213786976053,1.484788285318059,6.828676386813069,77.20101992571662,1.616735643686391,110.59969087447236,-0.0,10.8468156046974,-0.0,81.06511163132764,81.0571171879129,5.593280574577194,14.91578306188221,77.69807674251234,14.65733847185914,42.74812404498535,-0.0,10.016864190793065
19,244.26273431402467,164.74867012198072,5.48933860633129,282.12845202139385,130.92177218495934,81.53898714343494,120.11395936382145,13.021248999836052,168.91313254396394,423.4585971786927,30.71107477766615,-0.0,126.06036884199305,126.05957221567817,1.4673347270118582,6.827516197749101,77.18717133805094,1.6203636008442472,110.49808429103335,-0.0,10.996046560331346,-0.0,81.04187109370683,81.03405118441356,5.6032533409133105,14.9166151960101,77.67007407097461,14.663961533616035,41.79027349528658,-0.0,10.01753118135045
20,244.29029627572817,164.74867012198072,5.4883655255723385,282.07794660661585,130.8995833827619,81.61265444116921,120.11395936382145,13.01750910910559,168.86507657117676,423.48283108050686,30.869405954338248,-0.0,126.03802244870535,126.03700557649,1.4508036990987354,6.826359060904074,77.17332105557044,1.6239938942720775,110.39649290034855,-0.0,11.153282734614798,-0.0,81.01859469814093,81.01099690734284,5.610459041823971,14.917468851575174,77.64205807828294,14.670439469761146,40.85998726303175,-0.0,10.018198171907834
21,244.31724672032792,164.74867012198072,5.48740265641471,282.0274402188975,130.8774530973019,81.68625398350527,120.11395936382145,13.013765477798522,168.81704302966978,423.50765780872126,31.03578836542297,-0.0,126.01591056057786,126.01443850257627,1.4370028107024064,6.8252049756826665,77.15946880055654,1.6276265176817026,110.29491682322283,-0.0,11.318514461788775,-0.0,80.99529502191065,80.98795339140996,5.614408643902753,14.918343389850737,77.61402923069285,14.676776354319644,39.95648583373592,-0.0,10.018865162465216
22,244.34360325928395,164.74867012198072,5.486447661332525,281.976935197087,130.855381317002,81.75978578069784,120.11395936382145,13.010020384551405,168.7690296493047,423.53305974337735,31.21021178294064,-0.0,125.9939794973048,125.99187203897233,1.4273975537884371,6.8240539414811305,77.1456145955293,1.6312614647714463,110.19335618056884,-0.0,11.491731584609264,-0.0,80.97198624683301,80.96491954754335,5.614811969264057,14.919238190161854,77.58598772627164,14.682976151892797,39.07901077807485,-0.0,10.0195321530226
23,244.36938300486895,164.74867012198072,5.485497385454856,281.9264346972665,130.8333680303163,81.83324984308172,120.11395936382145,13.00627623251624,168.72103403537199,423.5590197637603,31.392665484599643,-0.0,125.97215680859289,125.96930759586694,1.4229637438051568,6.822905957697347,77.13175875096901,1.6348987292261046,110.09181109362072,-0.0,11.672923454938944,-0.0,80.94868332968636,80.94189422690971,5.611588567855651,14.920152649419768,77.5579335355636,14.68904272015061,38.226824262577146,-0.0,10.020199143579985
24,244.39460258365906,164.74867012198072,5.4845482169132795,281.87594233222575,130.81141322590727,81.90664618107304,120.11395936382145,13.002535409804462,168.67305380827946,423.58552123477455,31.583138254454568,-0.0,125.95035954939183,125.94674678751318,1.424089572565529,6.821761023740073,77.11790182609953,1.638538304717053,109.99028168412826,-0.0,11.862078934400738,-0.0,80.92540113363926,80.91887628792833,5.604868737039833,14.921086181641995,77.52986645204196,14.694979812421467,37.399208541906525,-0.0,10.02086613413737
25,244.41927815021947,164.74867012198072,5.483596492228311,281.8254617659239,130.78951689279796,81.9799748051692,120.11395936382145,12.998800148655528,168.62508674449134,423.61254799315117,31.781618383609217,-0.0,125.92850358942523,125.92419125102748,1.4305313971303029,6.820619139036863,77.1040445663252,1.6421801849022912,109.88876807452394,-0.0,12.059186395076,-0.0,80.90215355174165,80.89586466388444,5.594984403384144,14.922038217466483,77.50178615074542,14.700791080332973,36.59546544169047,-0.0,10.021533124694754
26,244.4434253999012,164.74867012198072,5.482638912790732,281.77499629691454,130.7676790204646,82.05323572594948,120.11395936382145,12.995072398436688,168.5771309035826,423.640084334597,31.988093670936205,-0.0,125.90651317750974,125.90164246025716,1.4414553956878426,6.819480303038906,77.09018781461181,1.6458243634265128,109.78727038802421,-0.0,12.264233720219096,-0.0,80.87895271649852,80.8728584238825,5.582445442173108,14.923008203698878,77.47369225293656,14.70648007630329,35.814915871555606,-0.0,10.022200115252136
27,244.46705958125884,164.74867012198072,5.481672907675265,281.7245484954997,130.7458995988681,82.12642895407623,120.11395936382145,12.991353718307238,168.52918473558685,423.6681150013647,32.20255142382292,-0.0,125.88432927342004,125.8791015636549,1.455542204492129,6.8183445152226705,77.07633241517863,1.649470833921213,109.68578874866196,-0.0,12.477208304998229,-0.0,80.85580833183207,80.84985682434463,5.567906755943709,14.923995602874724,77.44558439064078,14.712050255972873,35.056899350491285,-0.0,10.022867105809521
28,244.49019550839984,164.74867012198072,5.480696905144196,281.6741199322567,130.7241786184244,82.19955450029403,120.11395936382145,12.987645193188365,168.48124716500166,423.69662516992764,32.42497845894936,-0.0,125.86191578285575,125.85656926298009,1.471138867383109,6.817211775088349,77.06247912084001,1.6531195900046882,109.58432328125367,-0.0,12.698097057267939,-0.0,80.83272715009328,80.82685934931143,5.55212858603521,14.924999892825292,77.41746226787848,14.71750498063539,34.32077353294757,-0.0,10.023534096366905
29,244.51284757293382,164.74867012198072,5.479710494552099,281.62371101622205,130.70251606991377,82.27261237543136,120.11395936382145,12.983947378443785,168.43331764603965,423.7256004391003,32.655361103103864,-0.0,125.83926327551617,125.83404574099693,1.4864494771847008,6.816082082155139,77.04862850978526,1.6567706252821646,109.48287411129637,-0.0,12.926886398379072,-0.0,80.80971262776424,80.80386573694801,5.535930374067019,14.92602056625908,77.3893257163718,14.72284751960537,33.605913747991615,-0.0,10.02420108692429
30,244.53502975557385,164.74867012198072,5.478714453894743,281.5733209674822,130.68091194434194,82.34560259040045,120.11395936382145,12.980260276876187,168.38539618553065,423.7550268185368,32.893685194020634,-0.0,125.81638961774925,125.81153064922732,1.4997382050511334,6.8149554359539914,77.03478092372744,1.6604239333458373,109.38144136481314,-0.0,13.163562264010649,-0.0,80.7867647822884,80.78087599053084,5.520142150971068,14.927057130356703,77.36117474139674,14.728081052530033,32.91171254991183,-0.0,10.024868077481674
31,244.55675563748702,164.74867012198072,5.47771064163924,281.5229479255141,130.65936623276846,82.41852515619752,120.11395936382145,12.97658334829451,168.33748333322677,423.7848907175092,33.1399360812508,-0.0,125.79333748847618,125.78902315635943,1.5095220580828235,6.813831836018663,77.0209364340066,1.66407950777493,109.28002516816176,-0.0,13.40811010503481,-0.0,80.76388025161542,80.7578903737969,5.5055563087828885,14.928109106375588,77.33300955551911,14.733208671662966,32.23757927675319,-0.0,10.025535068039057
32,244.57803841138042,164.74867012198072,5.476701786740219,281.4725891593491,130.63787892612626,82.4913800839037,120.11395936382145,12.97291554643553,168.28958014473704,423.81517893396443,33.39409862706234,-0.0,125.77016955700044,125.76652204215212,1.5147330690472933,6.8127112818763145,77.0070948350562,1.667737342135784,109.17862564783351,-0.0,13.660514888410578,-0.0,80.74105252399447,80.734909393162,5.492882298737525,14.929176029264504,77.30483060017097,14.738233384095278,31.582939617513563,-0.0,10.026202058596441
33,244.59889089222057,164.74867012198072,5.475691150835585,281.4222414055594,130.61645001504033,82.56416738468393,120.11395936382145,12.969255392681356,168.2416881076516,423.8458786439639,33.65615720737161,-0.0,125.74696072547452,125.74402584845289,1.5148317981621395,6.811593773038038,76.99325567510463,1.6713974299818484,109.0772429302522,-0.0,13.920761098108857,-0.0,80.71827239677842,80.71193376227966,5.482706562155831,14.930257447291533,77.27663854988455,14.743158113927079,30.947235191434125,-0.0,10.026869049153825
34,244.6193255277263,164.74867012198072,5.474682160263516,281.37190123638703,130.59507948968118,82.63688706978753,120.11395936382145,12.965601068196118,168.19380904925208,423.876977391343,33.92609571270493,-0.0,125.72378967832385,125.72153304368372,1.509857872004546,6.810479308991237,76.97941831005656,1.6750597648537622,108.97587714161078,-0.0,14.188832736067477,-0.0,80.69552854986547,80.68896435776637,5.475460818349615,14.931352921679872,77.24843430347707,14.747985704401186,30.329923134832548,-0.0,10.02753603971121
35,244.63935440860462,164.74867012198072,5.473678026401046,281.3215654395084,130.57376733966206,82.7095391505478,120.11395936382145,12.961950523355709,168.14594502694047,423.90846307761666,34.20389754918573,-0.0,125.70073016348111,125.69904219252642,1.5004178061158702,6.809367889194237,76.96558197706574,1.6787243402793697,108.8745284077567,-0.0,14.464713323171432,-0.0,80.67280822677036,80.6660021666361,5.471399451997668,14.932462026252212,77.22021896202988,14.75271891999398,29.7304756964423,-0.0,10.028203030268592
36,244.65898927848954,164.74867012198072,5.472681387274717,281.27123137647396,130.55251355398826,82.78212363838236,120.11395936382145,12.958301601503507,168.09809820435885,423.94032395216556,34.489545639558585,-0.0,125.67784276212413,125.67655211607885,1.4876071656118235,6.808259513073677,76.9517458825332,1.6823911497737944,108.77319685413495,-0.0,14.748385900269867,-0.0,80.65009800485684,80.64304822687014,5.47058782397223,14.933584347085041,77.19199379334748,14.757360448455907,29.14837984272241,-0.0,10.028870020825977
37,244.67824154362074,164.74867012198072,5.471694021650789,281.2208972686093,130.5313181210675,82.85464054479176,120.11395936382145,12.954652166231526,168.0502707240121,423.97254860265303,34.78302242423542,-0.0,125.65516832287732,125.65406201960037,1.4728804990338686,6.807154180025021,76.93790929131126,1.686060186839414,108.67188260579941,-0.0,15.039833029215036,-0.0,80.62738458751262,80.6201035663096,5.472901700286381,14.934719482171094,77.16376018666897,14.761912902807321,28.583136871902433,-0.0,10.029537011383361
38,244.69712228228516,164.74867012198072,5.470716662920499,281.17056238306327,130.5101810287755,82.92708988136012,120.11395936382145,12.951000224728766,168.00246458385502,424.0051259456485,35.08430986237667,-0.0,125.63272368776427,125.63157157564127,1.4578841473274045,6.806051889415991,76.92407160784136,1.6897314449659315,108.57058578748426,-0.0,15.339036793936005,-0.0,80.60465557184659,80.59716914344929,5.478037409146421,14.935867041089034,77.13551960063276,14.766378823292944,28.034262036067236,-0.0,10.030204001940746
39,244.71564225400022,164.74867012198072,5.469748934371717,281.12022709742024,130.48910226457286,82.99947165975458,120.11395936382145,12.947344041085397,167.9546815239606,424.0380452174712,35.39338943299995,-0.0,125.61050020574808,125.60908095291231,1.4442682630192065,6.804952640592664,76.9102324406702,1.6934049176304085,108.46930652373264,-0.0,15.64597880153963,-0.0,80.58190015387365,80.57424579306846,5.485532589291882,14.937026644680941,77.10727350681576,14.770760679290959,27.501284172037483,-0.0,10.03087099249813
40,244.73381190844975,164.74867012198072,5.468789410248505,281.06989283848907,130.46808181565646,83.07178589172528,120.11395936382145,12.943682232524367,167.90692293029971,424.0712959652437,35.71024213611814,-0.0,125.58846513493913,125.58659078893493,1.4335028981070401,6.803856432887364,76.89639164258028,1.6970805982972943,108.36804493906338,-0.0,15.960640183440761,-0.0,80.55910972744246,80.55133418006997,5.494795738080089,14.938197924737137,77.07902333275902,14.775060871178116,26.98374534073979,-0.0,10.031537983055513
41,244.75164139418806,164.74867012198072,5.467835789955381,281.01956190793067,130.4471196691275,83.14403258910588,120.11395936382145,12.940013843922005,167.85918976026713,424.1048680381403,36.03484849391033,-0.0,125.56656564312281,125.56410211212845,1.4267167855936702,6.802763265627422,76.88254932346459,1.7007584804185167,108.26680115815518,-0.0,16.283001596525143,-0.0,80.53627834803812,80.52843476375247,5.505142589168583,14.93938052368794,77.05077040766139,14.779281732153166,26.481200474615427,-0.0,10.032204973612897
42,244.76914056711266,164.74867012198072,5.46688516791535,280.9692372122318,130.42621581215943,83.21621176381282,120.11395936382145,12.936338396442189,167.81148249413002,424.1387515788327,36.36718855191406,-0.0,125.54473500493673,125.54161622115848,1.4245757907559216,6.801673138143943,76.86870583443276,1.7044385574334802,108.16557530603252,-0.0,16.613043224333346,-0.0,80.51340303547211,80.50554777451843,5.515837343975386,14.940574094302288,77.02251591375985,14.783425530018286,25.99321703311406,-0.0,10.032871964170281
43,244.78631899870336,164.74867012198072,5.46593436990021,280.9189219262272,130.4053702321457,83.28832342784628,120.11395936382145,12.93265590692041,167.7638011157559,424.17293701513785,36.707241880255665,-0.0,125.52290032555577,125.51913453459265,1.427216364257936,6.800586049779494,76.85486172425489,1.708120822769166,108.0643675082268,-0.0,16.950744778282655,-0.0,80.49048389452554,80.48267320462848,5.52613634066399,14.941778299393576,76.99426084645322,14.787494468917727,25.519374666454958,-0.0,10.033538954727666
