time_ind,v_la,v_lv,v_sas,v_sat,v_svn,v_ra,v_rv,v_pas,v_pat,v_pvn,p_lv,q_ao,p_sas,p_sat,q_sas,p_svn,q_sat,p_ra,q_svn,q_ti,p_rv,q_po,p_pas,p_pat,q_pas,p_pvn,q_pat,p_la,q_pvn,q_mi,T
0,53.324099976174445,93.00783136022876,3.286268093282592,52.86227616918389,121.95126870169658,137.77887812227115,136.59649953229393,3.7682147230316447,159.12651995940595,19.534395975025305,2.303337318131602,-0.0,42.51498006774171,42.50558660272488,2.205140329961477,5.850923742695075,37.674067209640164,1.7131065579290643,69.69555676456778,-0.0,14.478805989425583,-0.0,36.340685332790265,36.338004742455375,1.018121785093761,1.16154928111557,44.0113890971712,0.9441836000300212,55.31219942875821,-0.0,8.743450696238336
1,53.36786618541466,93.00783136022876,3.2845140776314294,52.83406342853835,121.92580029524828,137.83431328501612,136.59649953229393,3.7674047345173016,159.09231567497926,19.525644038726114,2.3053639482268427,-0.0,42.492288084516076,42.48290125548463,2.2038479805276507,5.84970183081533,37.652007487672535,1.7146305314877175,69.64930628855703,-0.0,14.479469786786007,-0.0,36.33287379871207,36.33019387943879,1.0179084010080104,1.1610288757070948,44.002355290654044,0.9460548748970021,54.703597851429194,-0.0,8.744246351047348
2,53.41115351818093,93.00783136022876,3.282761092987825,52.805867183700165,121.90035111331055,137.88971169643563,136.59649953229393,3.76659491637364,159.05811841409076,19.51736378499201,2.311429962031197,-0.0,42.46960943960142,42.46022917222046,2.2025462452654065,5.848480841280601,37.62996046496281,1.7161545074033473,69.60307130841663,-0.0,14.481456633799214,-0.0,36.32506390768975,36.32238462031175,1.0176932026294476,1.1605365173672415,43.99328667276314,0.9479080723739135,54.10673338570376,-0.0,8.74504200585636
3,53.45397061560151,93.00783136022876,3.2810091473178593,52.77768743657918,121.87492117549697,137.94507332704018,136.59649953229393,3.765785269827566,159.023928210897,19.509546537311234,2.3215396158667287,-0.0,42.446944236056225,42.43757035446807,2.20123666110012,5.847260775031904,37.607926143743924,1.7176784846810507,69.55685185675435,-0.0,14.484767924570306,-0.0,36.317255671555586,36.31457697287426,1.017477146768066,1.1600716901754762,43.98418392890751,0.9497434902408334,53.52139897235202,-0.0,8.745837660665373
4,53.49632645845361,93.00783136022876,3.279258245891004,52.749524171922445,121.84951047957341,138.0003981890473,136.59649953229393,3.7649757951818232,158.98974509164788,19.502183288353997,2.3356923681145054,-0.0,42.424292542052456,42.414924789962846,2.199921530525888,5.846041631962049,37.58590451161668,1.7192024623273308,69.51064794849874,-0.0,14.489403481698774,-0.0,36.309449093229254,36.306770943120675,1.0172611448207964,1.1596338585402473,43.97504776804805,0.9515614409173311,52.94737882128235,-0.0,8.746633315474385
5,53.53823028123998,93.00783136022876,3.2775083919560792,52.721377376019454,121.82411902317273,138.0556862952859,136.59649953229393,3.7641664920510975,158.9555690839707,19.495264776375553,2.353887413510974,-0.0,42.40165439962067,42.39229246768042,2.1986038135849446,5.844823411957471,37.56389555585266,1.7207264393004018,69.46445959928431,-0.0,14.495363041430602,-0.0,36.30164416899476,36.298966537359966,1.0170459418773543,1.159222471742046,43.965878919357934,0.9533622469358977,52.384450719454875,-0.0,8.747428970283398
6,53.57969131742045,93.00783136022876,3.275759586164719,52.69324703755063,121.79874680385403,138.11093765886477,136.59649953229393,3.76335735947239,158.92140021600406,19.488781740740468,2.37612369624245,-0.0,42.37902981719113,42.36967337851892,2.197286832741202,5.843606114901055,37.54189926415043,1.7222504145372568,69.4182868250433,-0.0,14.502646257947212,-0.0,36.29384088956496,36.291163762017845,1.0168319825685366,1.1588369791273265,43.956678112135975,0.9551462319565758,51.83239218369127,-0.0,8.74822462509241
7,53.62071743119616,93.00783136022876,3.2740118265637363,52.66513314919787,121.77339381947317,138.16615229119938,136.59649953229393,3.7625483965652595,158.887238511718,19.4827262941579,2.402400063524076,-0.0,42.35641876949516,42.347067516594,2.195973164977818,5.842389740689935,37.51991562711507,1.7237743871135487,69.37212963961233,-0.0,14.511252753668332,-0.0,36.286039246448865,36.2833626225681,1.0166192648827679,1.1584769117040077,43.94744596766412,0.9569136728687004,51.29101341244871,-0.0,8.749020279901423
8,53.661316580682666,93.00783136022876,3.2722651098726137,52.63703570474314,121.74806006782005,138.22133020399835,136.59649953229393,3.761739602528671,158.8530839952446,19.47709045518143,2.4327151903244864,-0.0,42.33382121409215,42.32447487690585,2.1946651459118596,5.841174289218074,37.497944635940144,1.7252983560820068,69.32598805716079,-0.0,14.521182094596496,-0.0,36.278239231921276,36.275563124521476,1.01640759802987,1.1581417948813544,43.93818311469896,0.9586648505856252,50.760122155540245,-0.0,8.749815934710435
9,53.70149704678557,93.00783136022876,3.270519430899112,52.60895469930967,121.7227455465312,138.2764714096942,136.59649953229393,3.7609309767291355,158.81893669144017,19.471865918682496,2.4670674510254424,-0.0,42.3112370838093,42.301895455533156,2.1933647408604586,5.8399597603720785,37.47598628249986,1.7268223204381294,69.2798620926981,-0.0,14.532433748280765,-0.0,36.27044083987285,36.26776527355418,1.0161965459782079,1.1578311348219263,43.92889020756978,0.9604000584747503,50.23951809601193,-0.0,8.750611589519448
10,53.741265026238636,93.00783136022876,3.2687747839731762,52.5808901307559,121.69745025374492,138.3315759179602,136.59649953229393,3.7601225193723273,158.78479661814671,19.46704646987971,2.5054552253670628,-0.0,42.28866630529216,42.27932925075392,2.192072299051773,5.83874615406263,37.45404056239949,1.7283462794022706,69.23375175785185,-0.0,14.545007184025264,-0.0,36.26264407228708,36.259969073740585,1.015985544327957,1.1575445619839737,43.91956773594896,0.9621195177962166,49.72905089480451,-0.0,8.75140724432846
