output,parameter,index,value,confidence
p_art_mean,ao.r,ST,0.015201023746554165,0.002826717218625
p_art_mean,ao.c,ST,0.0017689029315782884,0.00047929399073734686
p_art_mean,art.r,ST,0.31308234422724684,0.06167833633199169
p_art_mean,art.c,ST,0.09422514434822848,0.01987917335595087
p_art_mean,ven.r,ST,0.0012040036654630583,0.00045283189976072876
p_art_mean,ven.c,ST,0.09293881559327315,0.018370103210546353
p_art_mean,av.r,ST,8.275604234174281e-06,1.8305334301764137e-06
p_art_mean,mv.r,ST,0.004362560752284167,0.0008504568935240099
p_art_mean,la.E_pas,ST,0.002355344031747091,0.0005391488844663795
p_art_mean,la.E_act,ST,0.0008752448876361979,0.00021699738745176373
p_art_mean,la.k_pas,ST,0.12921326410941267,0.025561318401767785
p_art_mean,lv.E_pas,ST,0.037349196248504746,0.0068985383064696865
p_art_mean,lv.E_act,ST,0.13232548272078376,0.02708619274665051
p_art_mean,lv.k_pas,ST,0.20032982508239963,0.03876341119591476
p_art_mean,ao.r,S1,0.004400024002644622,0.02067263098948862
p_art_mean,ao.c,S1,0.003448277514094719,0.007387279723970161
p_art_mean,art.r,S1,0.29773403741801013,0.0859218145064613
p_art_mean,art.c,S1,0.1134965306160533,0.050076934095429196
p_art_mean,ven.r,S1,-0.0026047766343134555,0.005003239281680184
p_art_mean,ven.c,S1,0.08572133127870123,0.046749929893787456
p_art_mean,av.r,S1,-4.9547733237576726e-05,0.0004842900309744656
p_art_mean,mv.r,S1,0.0024328041743026056,0.011443864577441823
p_art_mean,la.E_pas,S1,0.0008863753782952452,0.008768035500949572
p_art_mean,la.E_act,S1,0.002762145447395197,0.0062115911933245845
p_art_mean,la.k_pas,S1,0.12790509865886687,0.052158323480957405
p_art_mean,lv.E_pas,S1,0.032107661509813146,0.0336925077355902
p_art_mean,lv.E_act,S1,0.1326266775181578,0.06535785833066377
p_art_mean,lv.k_pas,S1,0.1868473293991842,0.07836365504226275
p_art_mean,"('ao.r', 'ao.c')",S2,0.00839708667100532,0.03239684376147296
p_art_mean,"('ao.r', 'art.r')",S2,0.00880952086198078,0.03416496876677791
p_art_mean,"('ao.r', 'art.c')",S2,0.008558251988872709,0.03259580602275579
p_art_mean,"('ao.r', 'ven.r')",S2,0.009197855319506735,0.03226561498244092
p_art_mean,"('ao.r', 'ven.c')",S2,0.009643817011126071,0.033931711353830524
p_art_mean,"('ao.r', 'av.r')",S2,0.007642547988803756,0.032333240086180506
p_art_mean,"('ao.r', 'mv.r')",S2,0.00818273032124705,0.03239550959721948
p_art_mean,"('ao.r', 'la.E_pas')",S2,0.007983911868402456,0.03219979988493677
p_art_mean,"('ao.r', 'la.E_act')",S2,0.007491056961525873,0.032560359404574274
p_art_mean,"('ao.r', 'la.k_pas')",S2,0.008780687920129038,0.0340151064607668
p_art_mean,"('ao.r', 'lv.E_pas')",S2,0.008916234642975703,0.032376066539768315
p_art_mean,"('ao.r', 'lv.E_act')",S2,0.014658686985489222,0.03589693416001065
p_art_mean,"('ao.r', 'lv.k_pas')",S2,0.008245155701646106,0.03448839024634455
p_art_mean,"('ao.c', 'art.r')",S2,-0.005063722702019213,0.011060507995761675
p_art_mean,"('ao.c', 'art.c')",S2,-0.0056845168356926545,0.010438770872607134
p_art_mean,"('ao.c', 'ven.r')",S2,-0.004198596683871372,0.010218747911766059
p_art_mean,"('ao.c', 'ven.c')",S2,-0.0021106378485166027,0.010683391639210399
p_art_mean,"('ao.c', 'av.r')",S2,-0.004484403966233356,0.010269881150600126
p_art_mean,"('ao.c', 'mv.r')",S2,-0.004539361191758924,0.010461492976574073
p_art_mean,"('ao.c', 'la.E_pas')",S2,-0.004296971464091446,0.010320384608973268
p_art_mean,"('ao.c', 'la.E_act')",S2,-0.004474162646212633,0.010216015891185332
p_art_mean,"('ao.c', 'la.k_pas')",S2,-0.004206226494950047,0.010249117922497265
p_art_mean,"('ao.c', 'lv.E_pas')",S2,-0.0038232385863765234,0.01018617532803057
p_art_mean,"('ao.c', 'lv.E_act')",S2,-0.0036828468813780435,0.011027983779365232
p_art_mean,"('ao.c', 'lv.k_pas')",S2,-0.0044861582318501125,0.011998670403110966
p_art_mean,"('art.r', 'art.c')",S2,0.001462806200481448,0.14427772822284507
p_art_mean,"('art.r', 'ven.r')",S2,0.007556722247464998,0.13448423647869828
p_art_mean,"('art.r', 'ven.c')",S2,0.011113591363570832,0.15013015661921922
p_art_mean,"('art.r', 'av.r')",S2,0.006529163656754223,0.13502111012478007
p_art_mean,"('art.r', 'mv.r')",S2,0.0066681627340750334,0.13623004487296797
p_art_mean,"('art.r', 'la.E_pas')",S2,0.006247060798964177,0.13580894826162854
p_art_mean,"('art.r', 'la.E_act')",S2,0.0077954810369962055,0.1352245143008907
p_art_mean,"('art.r', 'la.k_pas')",S2,0.008090872334421711,0.14950635706971285
p_art_mean,"('art.r', 'lv.E_pas')",S2,0.013730301696272096,0.13643131106836623
p_art_mean,"('art.r', 'lv.E_act')",S2,0.013332985732133623,0.1528340119458086
p_art_mean,"('art.r', 'lv.k_pas')",S2,0.004886751611297091,0.14653561330738188
p_art_mean,"('art.c', 'ven.r')",S2,-0.03745083783564149,0.07406079773700086
p_art_mean,"('art.c', 'ven.c')",S2,-0.033694388002476164,0.08511547188404345
p_art_mean,"('art.c', 'av.r')",S2,-0.03742028922642733,0.07406496630476253
p_art_mean,"('art.c', 'mv.r')",S2,-0.03812297946703209,0.07352422099213145
p_art_mean,"('art.c', 'la.E_pas')",S2,-0.036918448537549546,0.07323354259838712
