output,parameter,index,value,confidence
T_min,ao.r,ST,0.061353799617267835,0.0024078653757681466
T_min,ao.c,ST,0.016637428980901543,0.0011692033005966768
T_min,art.r,ST,0.2890556470420039,0.01047784973700126
T_min,art.c,ST,0.4119731822889169,0.013235627428047705
T_min,ven.r,ST,0.005038464297055358,0.0006803505127050464
T_min,ven.c,ST,0.030991803827199883,0.0017807488007605472
T_min,av.r,ST,0.0011021640649808593,0.0003266699457080772
T_min,mv.r,ST,0.0017319721021127788,0.00039190023224212076
T_min,la.E_pas,ST,0.0022830541346032084,0.00042922861637972003
T_min,la.E_act,ST,0.003280250193395415,0.0005178823981401077
T_min,la.k_pas,ST,0.022883025349126413,0.0014000482538350006
T_min,lv.E_pas,ST,0.015850168934486646,0.001122701523471384
T_min,lv.E_act,ST,0.023775253401729965,0.0014747264028117772
T_min,lv.k_pas,ST,0.347076712462782,0.013355880218484861
T_min,ao.r,S1,0.030808109816369732,0.007791971079216029
T_min,ao.c,S1,0.0031200753201823675,0.004129339085183814
T_min,art.r,S1,0.24646879838722738,0.016091270194347383
T_min,art.c,S1,0.36913181312743526,0.017964710831080217
T_min,ven.r,S1,0.0002231018603215022,0.0022595549904946347
T_min,ven.c,S1,0.005585656371390013,0.005255869495844678
T_min,av.r,S1,-1.5739221305549274e-05,0.001075726613586449
T_min,mv.r,S1,-0.0004697228582601005,0.0012064858000591717
T_min,la.E_pas,S1,0.00016927137431901328,0.00147701929076146
T_min,la.E_act,S1,0.0006232550112735645,0.001536866733167038
T_min,la.k_pas,S1,0.0056105219919152715,0.004994793828835229
T_min,lv.E_pas,S1,0.005760134288659218,0.0035494416611524457
T_min,lv.E_act,S1,0.004692081835878298,0.004449891060797463
T_min,lv.k_pas,S1,0.29066951518809764,0.018791790493502915
T_min,"('ao.r', 'ao.c')",S2,-0.00373034387219419,0.01077938075624484
T_min,"('ao.r', 'art.r')",S2,-0.0032579878443452504,0.011646552348224327
T_min,"('ao.r', 'art.c')",S2,-0.00861135615996661,0.01129300314173725
T_min,"('ao.r', 'ven.r')",S2,-0.0035728918629112138,0.010514718097168843
T_min,"('ao.r', 'ven.c')",S2,-0.003048051831967941,0.010299684083031184
T_min,"('ao.r', 'av.r')",S2,-0.0033629558505339063,0.010501615226976407
T_min,"('ao.r', 'mv.r')",S2,-0.0036253758660055382,0.010525113100376517
T_min,"('ao.r', 'la.E_pas')",S2,-0.003153019838156601,0.010504004854437216
T_min,"('ao.r', 'la.E_act')",S2,-0.0034154398536282294,0.01054414467172903
T_min,"('ao.r', 'la.k_pas')",S2,-0.002943083825779294,0.010368861875086316
T_min,"('ao.r', 'lv.E_pas')",S2,-0.0042026999000431275,0.010692318526490892
T_min,"('ao.r', 'lv.E_act')",S2,-0.0021033397762700683,0.010233905922674038
T_min,"('ao.r', 'lv.k_pas')",S2,-0.0034154398536282438,0.0115986127406987
T_min,"('ao.c', 'art.r')",S2,0.0015720065156959173,0.00578212251892184
T_min,"('ao.c', 'art.c')",S2,-0.003676393793736743,0.005283551823158438
T_min,"('ao.c', 'ven.r')",S2,-0.0007897736235487674,0.005338015999185267
T_min,"('ao.c', 'ven.c')",S2,-0.000789773623548767,0.005233481968615196
T_min,"('ao.c', 'av.r')",S2,-0.0010521936390204011,0.00537208224043749
T_min,"('ao.c', 'mv.r')",S2,-0.000999709635926074,0.005341840526336671
T_min,"('ao.c', 'la.E_pas')",S2,-0.0012621296513977073,0.005400824425784949
T_min,"('ao.c', 'la.E_act')",S2,-0.0008422576266430944,0.005370066202105066
T_min,"('ao.c', 'la.k_pas')",S2,-0.0007372896204544416,0.005508766415318519
T_min,"('ao.c', 'lv.E_pas')",S2,-0.001419581660680686,0.005460434119896194
T_min,"('ao.c', 'lv.E_act')",S2,-0.0013670976575863598,0.005595614380005088
T_min,"('ao.c', 'lv.k_pas')",S2,-0.0018394536854353105,0.0057966151714271335
T_min,"('art.r', 'art.c')",S2,-0.005722102820189812,0.025855680476814965
T_min,"('art.r', 'ven.r')",S2,-0.002625546637624478,0.01963428089776142
T_min,"('art.r', 'ven.c')",S2,-0.006194458848038697,0.0193744089044442
T_min,"('art.r', 'av.r')",S2,-0.0032028706716620507,0.019604770701146825
T_min,"('art.r', 'mv.r')",S2,-0.004147582727359968,0.01922606138622403
T_min,"('art.r', 'la.E_pas')",S2,-0.0037277107026053523,0.019659972218843504
T_min,"('art.r', 'la.E_act')",S2,-0.0033603226809450315,0.019700536678998768
T_min,"('art.r', 'la.k_pas')",S2,-0.005407198801623789,0.019880501818934044
T_min,"('art.r', 'lv.E_pas')",S2,-0.005564650810906745,0.01952707721144505
T_min,"('art.r', 'lv.E_act')",S2,-0.0022056746128698845,0.0197611438823365
T_min,"('art.r', 'lv.k_pas')",S2,-0.0003162505014740469,0.024869847953217276
T_min,"('art.c', 'ven.r')",S2,-0.0064923369586184125,0.024647841722438068
T_min,"('art.c', 'ven.c')",S2,-0.007542017020504932,0.024376306253455698
T_min,"('art.c', 'av.r')",S2,-0.006387368952429801,0.024710906744205955
T_min,"('art.c', 'mv.r')",S2,-0.0067547569740900384,0.024479313151171418
T_min,"('art.c', 'la.E_pas')",S2,-0.007856921039070952,0.024484449849745727
T_min,"('art.c', 'la.E_act')",S2,-0.005967496927675157,0.024552183993215227
T_min,"('art.c', 'la.k_pas')",S2,-0.008644181085485779,0.024726255403413323
T_min,"('art.c', 'lv.E_pas')",S2,-0.009903797159749633,0.025259267341105774
T_min,"('art.c', 'lv.E_act')",S2,-0.007489533017410649,0.024640425178423214
