time_ind,v_ao,v_art,v_ven,v_la,v_lv,p_lv,q_av,p_ao,p_art,q_ao,p_ven,q_art,p_la,q_ven,q_mv,T
0,119.26024685029431,1149.8622025159882,3598.154082908994,19.905866598852924,98.71361976510897,11.133167640923354,0.0,63.28502011775637,62.30732913752464,0.004311104981132413,8.759878248617778,0.05949374837921898,8.994451118933789,-0.04945702237051241,0.0,10789.055130444467
1,119.25714646149542,1149.8225151110403,3598.2307008744874,19.87203642710684,98.71361976510897,11.167329687491911,0.0,63.27483290836929,62.297432417741526,0.004309824074175173,8.760719143958344,0.05948181838139917,8.972374700459284,-0.044625167346113735,0.0,10789.774400786497
2,119.25404699146264,1149.782835345206,3598.3038709052726,19.841645632188865,98.71361976510897,11.269742192213368,0.0,63.26464871784963,62.28753760289935,0.00430854807905009,8.76152219762286,0.0594699325439491,8.950613521928977,-0.03986775556644213,0.0,10790.493671128526
3,119.25094843766128,1149.7431631984277,3598.3736328368204,19.814654401220455,98.71361976510897,11.44038629855276,0.0,63.254467537868905,62.27764468799661,0.0043072769810868885,8.762287846812452,0.059458090375560754,8.929150615676331,-0.03518111741306183,0.0,10791.212941470556
4,119.2478507964286,1149.7034986418514,3598.4400381479372,19.791011287913108,98.71361976510897,11.679184515139186,0.0,63.24428935639223,62.26775366583794,0.00430601075894591,8.763016656515864,0.05944629124051055,8.907963249422437,-0.03056034092200224,0.0,10791.932211812586
5,119.24475406423738,1149.6638416480018,3598.5031330683373,19.770670093553733,98.71361976510897,11.986032675181807,0.0,63.234114161829915,62.25786452957204,0.004304749391733248,8.763709134112162,0.05943453456746425,8.887030039072533,-0.026000810524935653,0.0,10792.651482154615
6,119.24165823762196,1149.6241921901515,3598.5629599043705,19.75358854198674,98.71361976510897,12.360797034582019,0.0,63.223941942794504,62.247977272533745,0.004303492858626116,8.764365743920811,0.05942281983313567,8.866330281179875,-0.02149806323905603,0.0,10793.370752496645
7,119.23856331307096,1149.5845502414575,3598.6195584416805,19.73972687792096,98.71361976510897,12.803312010166495,0.0,63.213772687748246,62.238091888029636,0.004302241138263552,8.76498692259609,0.05941114654494458,8.845843397523671,-0.017047668316915232,0.0,10794.090022838674
8,119.23546928747595,1149.5449157783466,3598.672961207442,19.729052600866027,98.71361976510897,13.313402299075571,0.0,63.20360638647777,62.22820837018103,0.004300994211531854,8.765573027129317,0.059399514299725245,8.825551430088494,-0.012645764247601983,0.0,10794.809293180704
9,119.23237615696843,1149.5052887716251,3598.7232063006577,19.72152764487852,98.71361976510897,13.890823088500957,0.0,63.1934430262718,62.2183267117083,0.004299752054480257,8.766124475663615,0.059387922624812885,8.805432222518668,-0.00828759145474001,0.0,10795.528563522734
10,119.22928391813856,1149.4656691957716,3598.7703235677345,19.717122192484965,98.71361976510897,14.535321350540237,0.0,63.18328259592645,62.20844690624698,0.004298514645769508,8.766641595768416,0.059376371149191164,8.785466815355385,-0.003969083487737709,0.0,10796.247833864763
11,119.2261925676391,1149.426057025866,3598.8143394123013,19.715809868323504,98.71361976510897,15.24661736260696,0.0,63.173125084443356,62.198568947582864,0.004297281964303927,8.76712467722809,0.059364859543991684,8.765636946821923,0.00031367103911016325,0.0,10796.967104206793
12,119.22310210207695,1149.3864522367303,3598.8552782237844,19.717566311538334,98.71361976510897,16.024400196130625,0.0,63.16297048067352,62.18869282943751,0.00429605398860697,8.767573987720779,0.05935338750483572,8.745924336965924,0.0045645826827891865,0.0,10797.686374548823
13,119.2200125180748,1149.3468548033704,3598.8931616570976,19.722369895587725,98.71361976510897,16.86832931431009,0.0,63.15281877351985,62.17881854557816,0.004294830697229386,8.767989764912885,0.0593419547607398,8.726311028864627,0.008787487565533188,0.0,10798.405644890852
14,119.21692381227139,1149.3072647009521,3598.9280085043642,19.730201856542838,98.71361976510897,17.778034037858436,0.0,63.14266995193797,62.16894608981204,0.004293612068778251,8.768372215051198,0.059330561075673506,8.706779474355194,0.012986129002725855,0.0,10799.124915232882
15,119.2138359813197,1149.2676819048188,3598.9598350564825,19.741045931508797,98.71361976510897,18.75311680716913,0.0,63.1325240049303,62.15907545599066,0.004292398081871583,8.768721516931127,0.059319206244155445,8.68731242045357,0.017164182286850484,0.0,10799.844185574912
16,119.21074902188927,1149.228106390447,3598.98865476504,19.75488869675431,98.71361976510897,19.7931490343902,0.0,63.12238092155363,62.149206637998425,0.004291188715222077,8.769037818186144,0.05930789009536312,8.66789297650888,0.021325239746418194,0.0,10800.563455916941
17,119.20766293066286,1149.1885381333102,3599.014478921697,19.771718888460523,98.71361976510897,20.89767756682026,0.0,63.112240690908315,62.13933962971948,0.004289983947735808,8.769321242744175,0.05929661248481176,8.648504554878405,0.025472824826071598,0.0,10801.28272625897
18,119.20457770434341,1149.1489771091228,3599.037315279096,19.791528781567564,98.71361976510897,22.066211358836508,0.0,63.10210330216074,62.12947442509779,0.004288783758346107,8.769571875691803,0.0592853733112376,8.629131002951693,0.029610361059591715,0.0,10802.001996601
19,119.20149333964629,1149.1094232935677,3599.0571697029704,19.814312537946137,98.71361976510897,23.2982362456019,0.0,63.091968744518546,62.11961101806928,0.0042875881262037134,8.769789781406448,0.05927417249637682,8.609756335671833,0.03374123228770857,0.0,10802.72126694303
20,119.19840983329897,1149.0698766622734,3599.074046300358,19.84006607820044,98.71361976510897,24.593216068632408,0.0,63.08183700722872,62.10974940255665,0.004286397030691186,8.769975004963568,0.05926300998339628,8.590364712851294,0.03786878773749091,0.0,10803.44053728506
21,119.19532718204611,1149.0303371910059,3599.087946218243,19.868788282835588,98.71361976510897,25.95058223692927,0.0,63.07170807959505,62.09988957251679,0.00428521045129081,8.770127558951511,0.05925188575159555,8.570940662203316,0.0419962922187767,0.0,10804.15980762709
22,119.19224538264648,1148.9908048554412,3599.0988684215245,19.90048021451782,98.71361976510897,27.369739722251257,0.0,63.06158195096754,62.09003152188412,0.004284028367787687,8.770247432009866,0.05924079980685745,8.551468886367493,0.046126968610847224,0.0,10804.879077969119
23,119.18916443187344,1148.9512796312401,3599.1068095515698,19.93514525944681,98.71361976510897,28.85006621234454,0.0,63.051458610744106,62.080175244589164,0.004282850760195389,8.77033458727705,0.05922975218339345,8.53193431343945,0.05026398688151143,0.0,10805.598348311149
24,119.18608432651519,1148.9117614940837,3599.111763854777,19.97278919875452,98.71361976510897,30.39091172478748,0.0,63.0413380483713,62.07032073456759,0.004281677608719291,8.770388961606306,0.05921874294462482,8.512322119510394,0.05441045916959927,0.0,10806.317618653178
25,119.18300506337302,1148.872250419483,3599.1137235242004,20.01341986707436,98.71361976510897,31.991601059496233,0.0,63.03122025333921,62.06046798571262,0.004280508893943821,8.770410469315056,0.05920777217896406,8.492617577373858,0.05856947247393338,0.0,10807.036888995208
26,119.1799266392628,1148.8327463829141,3599.1126784590606,20.05704739289348,98.71361976510897,33.651432009583175,0.0,63.021105215185166,62.050616991908974,0.0042793445966993506,8.770398999545517,0.059196840002785016,8.472806167530871,0.06274406469266727,0.0,10807.756159337237
27,119.17684905101414,1148.793249359775,3599.1086163311675,20.103684132174468,98.71361976510897,35.36967609110192,0.0,63.010992923492125,62.04076774702162,0.004278184698104407,8.770354416993678,0.05918594655960052,8.45287353969292,0.06693723289364441,0.0,10808.475429679267
28,119.17377229546867,1148.7537593252086,3599.1015228515294,20.15334440192447,98.71361976510897,37.14558131028266,0.0,63.00088336788226,62.03092024485209,0.004277029179730192,8.7702765648354,0.05917509201676284,8.432805363646285,0.07115196537489171,0.0,10809.194700021297
29,119.17069636948246,1148.7142762543274,3599.0913814424052,20.2060448079159,98.71361976510897,38.97836853421603,0.0,62.990776538025386,62.02107447919402,0.004275878023392851,8.77016526112714,0.05916427656952426,8.4125875201985,0.0753912006468633,0.0,10809.913970363326
30,119.16762126992514,1148.6748001221135,3599.078173385695,20.261804096397107,98.71361976510897,40.86723298495585,0.0,62.980672423635625,62.011230443809104,0.004274731211244687,8.77002030043451,0.05915350043920106,8.39220601970601,0.07965784495332155,0.0,10810.633240705356
31,119.1645469936793,1148.6353309033846,3599.0618778860885,20.320643090978365,98.71361976510897,42.81134480373961,0.0,62.97057101447004,62.00138813241753,0.004273588725810402,8.76984145452542,0.0591427638723927,8.37164696978395,0.0839547792255042,0.0,10811.352511047386
32,119.16147353764009,1148.5958685727546,3599.0424720987903,20.382584664945917,98.71361976510897,44.80984985612891,0.0,62.960472300326686,61.991547538688984,0.004272450550018152,8.769628472674304,0.059132067140633855,8.35089654729926,0.08828486505119813,0.0,10812.071781389415
33,119.1584008987126,1148.5564131045521,3599.019931074613,20.447653796252748,98.71361976510897,46.861872732214984,0.0,62.95037627103625,61.98170865622169,0.0042713166672550314,8.769381081059558,0.059121410541040594,8.329940938326105,0.09265095720741617,0.0,10812.791051731445
34,119.15532907381446,1148.5169644728658,3598.9942279307556,20.515877396694613,98.71361976510897,48.966513751447536,0.0,62.94028291647083,61.971871478554334,0.004270187061353351,8.769098984637802,0.059110794394241224,8.308766365605797,0.09705589826594908,0.0,10813.510322073475
35,119.15225805987501,1148.477522651502,3598.965333865872,20.58728429688143,98.71361976510897,51.122850103825876,0.0,62.93019222654091,61.962035999155134,0.004269061716625355,8.768781867309318,0.059100219044180356,8.28735905563511,0.10150252556730194,0.0,10814.229592415504
36,119.14918785383469,1148.4380876139505,3598.9332181889276,20.661905217417598,98.71361976510897,53.32993662493927,0.0,62.920104191193445,61.952202211413216,0.004267940617892856,8.768429392234733,0.05908968485775745,8.265705211098716,0.10599367709977002,0.0,10814.948862757534
37,119.14611845264471,1148.3986593333682,3598.8978483203095,20.73977276780779,98.71361976510897,55.5868061617152,0.0,62.91001880041076,61.94237010863481,0.004266823750499176,8.768041201847192,0.05907919222480909,8.24379100602997,0.11053219252230002,0.0,10815.668133099563
38,119.14304985326687,1148.3592377828425,3598.8591889618515,20.820922276169313,98.71361976510897,57.89246815439826,0.0,62.89993604420993,61.93253968410889,0.004265711100016982,8.767616908743252,0.059068741568302545,8.221602955751045,0.11512083324626576,0.0,10816.387403441593
39,119.13998205267322,1148.3198229352422,3598.8172025117433,20.905391374472195,98.71361976510897,60.245909977382475,0.0,62.88985591264171,61.92271093106974,0.004264602652408542,8.767156100236575,0.0590583333392348,8.199127722103249,0.11976232446053764,0.0,10817.106673783623
40,119.13691504784553,1148.2804147627762,3598.7718503518836,20.99321871162455,98.71361976510897,62.646100194904186,0.0,62.879778395788954,61.91288384258732,0.004263498394502311,8.766658352486882,0.059047968000812835,8.176351524407234,0.12445948230275201,0.0,10817.825944125652
41,119.2710617840362,1148.241465925886,3598.7230900147097,21.084446804232773,98.57595411037421,64.95886981648351,0.3836541402899952,63.32055565916177,61.903171297131514,0.006249922426286001,8.76612319940535,0.0590377714841976,8.153260681858885,0.12921509294536324,0.0,10818.545214467682
42,119.62948945728802,1148.2052487658452,3598.670881569247,21.179115922557852,98.21128292430105,67.08394979377738,0.6055041915139179,64.49827174394564,61.89413994109461,0.011482856867653116,8.765550202742677,0.05902837384722408,8.129841846720987,0.13403187820710377,0.0,10819.264484809712
43,120.0997720979507,1148.1734502468366,3598.6151793921094,21.277272449719113,97.73034445262333,69.11573692364648,0.719440203611664,66.04351914428797,61.88621044727766,0.01833155321483922,8.76493886177436,0.059020243033582165,8.10608128913755,0.1389126272999183,0.0,10819.983755151741
44,120.62535498225421,1148.1469032509267,3598.555937486362,21.378963386417375,97.18885953327887,71.10200767553816,0.7801664573277994,67.77047122674198,61.879590508787004,0.02597569755672009,8.764288671676141,0.05901361036101137,8.081965405095318,0.1438601020388567,0.0,10820.70302549377
45,121.17837599967059,1148.1260159026924,3598.493107989638,21.484237718446764,96.61428102879151,73.06565867287081,0.8144833651254463,69.58757910104748,61.874381898328444,0.03401115848815267,8.7635991071503,0.05900858948742781,8.057480589797825,0.1488770600875012,0.0,10821.4222958358
46,121.74492417046447,1148.1109877342697,3598.4266411160665,21.593146413455855,96.02031920498227,75.01716788113283,0.8355484541069224,71.44913428593442,61.87063437258496,0.04223616615388019,8.76286962178837,0.059005236301943195,8.03261323960463,0.1539662544147394,0.0,10822.14156617783
47,122.31795093915285,1148.101913112666,3598.3564851301307,21.705742417306556,95.41392703998262,76.96077544685947,0.849778193746401,73.33197674721376,61.868371463552066,0.050548493173595895,8.762099647784138,0.059003577580576116,8.007349755384208,0.15913043252733436,0.0,10822.86083651986
48,122.89375864807627,1148.0988322772766,3598.28258633571,21.82208064980402,94.79876072837136,78.89763307768395,0.8602874582223652,75.2239567787479,61.86760320559757,0.05889452146252451,8.761288595813468,0.059003625126750364,7.981676547358644,0.16437233542313628,0.0,10823.58010686189
49,123.4702687445185,1148.1017564334777,3598.204889062247,21.942218010470885,94.17688638852523,80.82739738563627,0.8685951817039235,77.11824470428803,61.868332392969734,0.06724412340551049,8.760435854882402,0.05900538272385095,7.9555800417221745,0.16969469616361393,0.0,10824.299377203919
50,124.04619519996102,1148.1106798247156,3598.1233356868947,22.066213352006763,93.54959457566117,82.749009717132,0.875442990521462,79.0106149112913,61.87055759017562,0.0755786725949371,8.759540792570316,0.0590088494796266,7.929046688568705,0.17510023825369367,0.0,10825.018647545949
51,124.6206488578967,1148.1255855659458,3598.0378666473725,22.194127464795006,92.91779010322911,84.66107829723829,0.88118912778689,80.8981458231093,61.87427458664614,0.08388530497489036,8.758602755170932,0.059014021442234624,7.902062971828205,0.18059167357651407,0.0,10825.737917887978
52,125.19293523696038,1148.1464485349231,3597.948420396492,22.32602312036927,92.28219135049392,86.56208463665544,0.8860123698644352,82.77855552365307,61.879477117728364,0.09215398611481943,8.75762106719328,0.059020892401851995,7.87461542207102,0.18617169958856714,0.0,10826.457188230008
53,125.76245777338971,1148.1732371391172,3597.854933491873,22.461964980439678,91.64342525441911,88.45048054936397,0.8900091959161447,84.64988383297299,61.88615730529509,0.10037610738655714,8.75659503234633,0.05902945437911931,7.846690628582493,0.19184299698149798,0.0,10827.176458572038
54,126.32868070758425,1148.2059138123477,3597.757340529988,22.602019661440025,91.00206392787877,90.32473194763075,0.8932326006763992,86.51037036049053,61.8943057815896,0.10854394769687277,8.755523932815123,0.05903969776354252,7.8182752577744905,0.19760822564762606,0.0,10827.895728914067
55,126.89110248825327,1148.2444356626688,3597.655574191395,22.746255688238335,90.35865060868367,92.18334872463834,0.895719556494837,88.35836711676042,61.903911850786066,0.11665028743873193,8.75440702975721,0.05905161149244258,7.7893560708103395,0.203470021068596,0.0,10828.614999256097
56,127.44924995562484,1148.2887548350388,3597.549565293222,22.89474344081938,89.71370511453463,94.02489107527546,0.8974969692589009,90.19231940074906,61.914963579427486,0.12468832381542408,8.753243563878687,0.059065183150796216,7.759919942602433,0.20943099043139798,0.0,10829.334269598126
57,128.00267299381312,1148.3388186740488,3597.4392427662287,23.047555176086497,89.06772902906204,95.84797917898777,0.8985880606357289,92.01074822866615,61.92744783700495,0.1326515931819829,8.752032755182434,0.05908039901660121,7.729953887272594,0.21549370720725927,0.0,10830.053539940156
58,128.55094381809502,1148.3945695643915,3597.324533506089,23.204765174503603,88.42120657615988,97.65130404120843,0.8990154552836974,93.81224799210904,61.9413502561756,0.14053396089424772,8.750773801335892,0.0590972440184901,7.699445103371429,0.22166070127352278,0.0,10830.772810282186
59,129.0936504418989,1148.4559465660927,3597.205363005233,23.366449111085906,87.77460951492844,99.43360664466421,0.8988013254263788,95.59546499199615,61.95665564053538,0.1483295248566925,8.749465884605677,0.05911570218108026,7.6683809385437405,0.227934467825625,0.0,10831.492080624215
60,129.63040508946028,1148.5228838288995,3597.0816546333926,23.532684769505103,87.12839031798117,101.19370531684126,0.8979673265226195,97.35912508074018,61.97334756921955,0.1560327391534315,8.74810816396143,0.059135756194439476,7.636749007012049,0.23431744094222143,0.0,10832.211350966245
61,130.1608380158007,1148.5953119958685,3596.9533301784336,23.703551503559346,86.48298694557673,102.93047873667875,0.8965353730714419,99.10201335603034,61.99140874691157,0.16363832296508235,8.746699781011529,0.0591573877963674,7.6045371673121105,0.2408119995308739,0.0,10832.930621308275
62,130.68459863398712,1148.6731580686292,3596.820309755666,23.87913032655871,85.83882185439796,104.64287065051462,0.8945278756015401,100.82297786476443,62.01082097024393,0.1711412770493207,8.745239859007777,0.05918057773617121,7.571733562278281,0.2474204586877425,0.0,10833.649891650304
63,131.20135790494206,1148.7563451802448,3596.682511634787,24.059504081447297,85.19629983781792,106.32989964324523,0.8919681899989189,102.52093745544947,62.03156507115739,0.17853691861560878,8.743727500946045,0.059205305713845253,7.538326719650869,0.25414504808521104,0.0,10834.369161992334
64,131.71080514631316,1148.8447937883416,3596.539852714523,24.24475696667473,84.55581002338624,107.99064547451572,0.8888798731913297,104.1948712928349,62.053621214427345,0.18582083377828612,8.742161794775587,0.059231550704849124,7.5043056312891885,0.2609878963690403,0.0,10835.088432334363
65,132.2126473695974,1148.938421343356,3596.392248438992,24.43497462177155,83.91772686552184,109.62424825159268,0.8852869995061187,105.84381667984565,62.076968814936244,0.19298886831722079,8.740541812481046,0.05925929086921338,7.469659640118269,0.26795105480082054,0.0,10835.807702676393
66,132.7066099962914,1149.0371419063245,3596.2396126578547,24.63024426748278,83.28240981128512,111.22991171229398,0.8812143784105572,107.46687141069778,62.10158644236286,0.20003713847408705,8.738866608547651,0.05928850344735001,7.434378395780003,0.27503650628482607,0.0,10836.526973018423
67,133.19244391896564,1149.1408656129774,3596.081857297721,24.83065502939558,82.65019678017939,112.80691605994434,0.8766851269919695,109.06321697206613,62.12745168754479,0.20696213384662998,8.7371352163548,0.059319164615581794,7.398452058102751,0.282246121708392,0.0,10837.246243360452
68,133.6699351089788,1149.249502065032,3595.918893510954,25.03629678655828,82.02139116771586,114.35455955279934,0.8716995989132413,110.63215011196347,62.15454200815483,0.21376085286189317,8.735346660784417,0.0593512504117202,7.36187194717855,0.2895815255388549,0.0,10837.965513702482
69,134.13885228338276,1149.3629586239097,3595.7506314767234,25.247260374479538,81.39631588074474,115.87225757742087,0.8662988528640782,112.17291088446973,62.18283430321026,0.22043004641975802,8.733499956037434,0.05938473626475111,7.324629734811744,0.2970442658370442,0.0,10838.684784044512
70,134.598985394108,1149.4811402195226,3595.5769800818616,25.463637904361462,80.77527503938614,117.35948220575662,0.8605208826722339,113.68480911689777,62.21230486539102,0.22696677575713703,8.731594102131195,0.05941959694574962,7.286717847779685,0.30463572849586784,0.0,10839.404054386541
71,135.0501780106206,1149.603949564408,3595.397847273903,25.68552240832735,80.1585213819807,118.81570009582084,0.854361158207467,115.16733081222837,62.242929434437016,0.2333688813915102,8.729628088774064,0.05945580662290208,7.248129584793676,0.3123571133973435,0.0,10840.12332472857
72,135.49225904939235,1149.731288064579,3595.2131401883003,25.91300771173402,79.54632362523431,120.2404879181377,0.8478521864305878,116.61991382685987,62.27468342428473,0.23963399297577695,8.727600896761663,0.059493339112314275,7.2088591666796,0.32020942412696535,0.0,10840.8425950706
73,135.9250817987538,1149.863055547869,3595.022765303926,26.14618827766096,78.93892771103059,121.63346177165488,0.8410169545135144,118.04207609786644,62.307541855325155,0.2457600950119897,8.725511499683547,0.059532167800850695,7.168901831233591,0.32819344833429603,0.0,10841.56186541263
74,136.348517725292,1149.9991481646257,3594.8266264927943,26.385161176711804,78.33656507981647,122.99427465940174,0.8338731043811389,119.43339529215494,62.34147883090635,0.2517454394231478,8.723358842518554,0.059572265088285614,7.128253870646466,0.33630974532952485,0.0,10842.28113575466
75,136.7624138402483,1150.1394852466344,3594.624605373043,26.630045801575378,77.73946837773876,124.32250350240662,0.8264392785916721,120.79336872163748,62.376474235056605,0.2575878983190528,8.721141626005402,0.05961361006836456,7.086908383232218,0.3445594963201998,0.0,10843.00040609669
76,137.1667591320282,1150.2839254286475,3594.4081654426705,26.889379290677123,77.1477893452169,125.61820621990996,0.8187375133495859,122.12196020458707,62.41249281598137,0.26328746759919003,8.718766160567338,0.0596562676682251,6.934843998208928,0.37611970289724755,0.0,10843.719676438719
77,137.56142589794243,1150.4323820015843,3594.1699412792186,27.170528193974086,76.56174126652103,126.8810366924536,0.8107850168697724,123.41875013749019,62.449512951317736,0.2688423923751995,8.716151609426896,0.05970030367788002,6.7940158347549495,0.40526047142214616,0.0,10844.438946780749
78,137.9463448235705,1150.584749620631,3593.9115839529886,27.47184241471597,75.9814978273347,128.11084554803335,0.802600143937565,124.68351076809986,62.48750837157037,0.2742517842137094,8.713316093364426,0.05974566877763535,6.663264459308081,0.432230075838014,0.0,10845.158217122778
79,138.32146008248128,1150.7409224115527,3593.634576246757,27.791840108973876,75.40721978947643,129.30752479659566,0.7942005616388491,125.91605866279531,62.52645267522369,0.2795149506854095,8.710275886175763,0.05979231555320342,6.541573804432685,0.4572461735547222,0.0,10845.877487464808
80,138.68672876476052,1150.9007941020263,3593.3402552669972,28.129185075602063,74.83905542985462,130.47100604885327,0.785603271970047,127.11625282884644,62.56631936149243,0.284631386940809,8.707045662834291,0.059840198256370596,6.428071219842477,0.48049584701346804,0.0,10846.596757806838
81,139.04212034078122,1151.0642581355917,3593.0298302450715,28.48266895603899,74.27714096175735,131.60125886299215,0.7768246372795121,128.28399295247868,62.60708185873677,0.28960076781572935,8.703638694862034,0.0598892726195012,6.322009444892603,0.5021394457736017,0.0,10847.316028148867
82,139.38761582349002,1151.231207849744,3592.704409549132,28.85118422390282,73.72160119297187,132.69828813943244,0.7678804147633498,129.41921664632676,62.64871356887286,0.29442293549819043,8.700067146789985,0.0599394955754984,6.222739273759326,0.5223164122539549,0.0,10848.035298490897
