time_ind,v_ao,v_art,v_ven,v_la,v_lv,p_lv,q_av,p_ao,p_art,q_ao,p_ven,q_art,p_la,q_ven,q_mv,T
0,126.4336623214565,1381.5968591311173,4793.342319676211,65.72179116524288,286.62231775748126,29.380439958375497,0.0,157.00383259326074,155.71802021322816,0.006030693178574049,24.593646959740436,0.11557055306950345,26.81688229203324,-0.19403628786181124,0.0,11776.446796953678
1,126.42655450613015,1381.467753676304,4793.7017441746075,65.49857993698603,286.62231775748126,29.4626514371349,0.0,156.9616154296293,155.6762756597889,0.006028476551089023,24.598081501231363,0.11552985168494077,26.71397930104773,-0.1846682393932329,0.0,11777.625620456876
2,126.41944929988907,1381.3386934727614,4794.050072630882,65.28641689049577,286.62231775748126,29.709100081520717,0.0,156.91941376276802,155.63454573775363,0.006026263982328315,24.6023791409268,0.11548928385888621,26.610826549957984,-0.1752903410419342,0.0,11778.804443960074
3,126.4123466997131,1381.2096784155835,4794.3872952632255,65.08531191550594,286.62231775748126,30.11974654165475,0.0,156.8772275747384,155.5928304132026,0.006024055547246852,24.60653975813982,0.11544884966781475,26.50746370457114,-0.16590606523546358,0.0,11779.983267463274
4,126.40524670060113,1381.0807083498903,4794.713406927824,64.89527031571309,286.62231775748126,30.694406185681157,0.0,156.8350568358361,155.55112963605717,0.006021851341403535,24.61056328940659,0.11540854912352386,26.403939028096858,-0.15651962975868342,0.0,11781.162090966473
5,126.3981492973301,1380.951783117446,4795.028407192244,64.71629268700761,286.62231775748126,31.432822683332027,0.0,156.7929015150388,155.50944335515413,0.006019651459263113,24.614449729391797,0.11536838218562169,26.300297158059582,-0.14713493088593763,0.0,11782.34091446967
6,126.39105448483122,1380.8229025682344,4795.332300076459,64.548375164503,286.62231775748126,32.33467684690798,0.0,156.75076158223993,155.4677715219876,0.00601745598712153,24.61819912769343,0.1153283487676413,26.19657558460367,-0.13775523629857725,0.0,11783.519737972869
7,126.38396225775853,1380.6940665473132,4795.625093482992,64.39151000596443,286.62231775748126,33.39956683070231,0.0,156.708637005687,155.4261140864591,0.0060152650110247875,24.62181158181198,0.11528844873949175,26.09280861528134,-0.1283835317315565,0.0,11784.698561476069
8,126.3768726112224,1380.5652749158428,4795.906797492483,64.24568727447992,286.62231775748126,34.627064526723935,0.0,156.6665277563379,155.3844710036765,0.006013078605312485,24.62528721612134,0.11524868195198519,25.989023047059856,-0.11902214507654377,0.0,11785.877384979267
9,126.36978553938897,1380.436527510792,4796.177426429438,64.11089281440834,286.62231775748126,36.01659883503669,0.0,156.62443379954235,155.34284222092606,0.006010896854705459,24.628626207355747,0.11520904820289044,25.88524659228279,-0.10967347954625378,0.0,11787.056208482465
10,126.362701036521,1380.3078241752414,4796.436997025413,63.9871100568525,286.62231775748126,37.56754133560452,0.0,156.58235510122336,155.3012276874697,0.006008719837347244,24.631828761947357,0.11516954726554253,25.78150157640181,-0.10033946561218227,0.0,11788.235031985663
11,126.35561909714806,1380.1791647626737,4796.685527290638,63.874321143568245,286.62231775748126,39.27922432021142,0.0,156.54029162888938,155.2596273559331,0.006006547623040606,24.634895102104498,0.1151301789023364,25.67780464174426,-0.09102153636550711,0.0,11789.413855488863
12,126.34853971556916,1380.0505491226368,4796.923037068348,63.772506387472994,286.62231775748126,41.15089773068751,0.0,156.498243348679,155.21804117766953,0.006004380281131618,24.637825472650913,0.1150909428546127,25.574169777241025,-0.08172089134434733,0.0,11790.592678992061
13,126.34146288600068,1379.9219771051075,4797.149547416761,63.68164488615833,286.62231775748126,43.181737915451826,0.0,156.45621022624042,155.17646910417093,0.006002217878015422,24.64062013340065,0.1150518388506221,25.47060745147259,-0.07243842153451759,0.0,11791.77150249526
14,126.33438860258656,1379.793448560461,4797.365079928459,63.60171520252151,286.62231775748126,45.370852955134886,0.0,156.4141922267909,155.13491108705813,0.006000060477462026,24.643279350760714,0.11501286661291804,25.36712515504616,-0.06317475743921704,0.0,11792.950325998458
15,126.32731685939626,1379.664963339449,4797.569657298882,63.53269479630024,286.62231775748126,47.71728480411917,0.0,156.37218931510623,155.09336707807373,0.005997908140599241,24.64580340474506,0.11497402585216827,25.26372721282224,-0.053930252078658106,0.0,11794.129149501656
16,126.32024765041649,1379.5365212932697,4797.763303034173,63.47456031616824,286.62231775748126,50.21999810262481,0.0,156.33020145547,155.05183702910443,0.005995760925570756,24.648192585369983,0.11493531627035179,25.160414491124804,-0.04470495575098123,0.0,11795.307973004856
17,126.31318096959347,1379.408122273463,4797.9460389631795,63.427290087792215,286.62231775748126,52.87790226402892,0.0,156.28822861192538,155.01032089214763,0.005993618888873568,24.65044716195749,0.11489673758778465,25.057186525993423,-0.03549880445783231,0.0,11796.486796508054
18,126.30611681077475,1379.2797661320794,4798.1178882014465,63.39086114972691,286.62231775748126,55.689817517505546,0.0,156.24627074792994,154.96881861936595,0.005991482083482945,24.652567419704763,0.11485828951093646,24.954038684434742,-0.02631136895655745,0.0,11797.665620011252
19,126.29905516774461,1379.1514527215759,4798.27887340671,63.36525099799786,286.62231775748126,58.654495649890066,0.0,156.20432782656502,154.9273301630532,0.005989350559994296,24.65455363816051,0.11481997175137089,24.850963909136837,-0.017142008911344285,0.0,11798.84444351445
20,126.29199603426976,1379.0231818946804,4798.429014549446,63.35043981563136,286.62231775748126,61.77064692288383,0.0,156.16239981080753,154.88585547559094,0.005987224368101767,24.656406063718407,0.11478178404995124,24.74795498823663,-0.00799007339134772,0.0,11800.02326701765
21,126.28493940403341,1378.894953504588,4798.568332112681,63.34640727272544,286.62231775748126,65.03690128835488,0.0,156.120486663139,154.84439450951172,0.005985103554467931,24.658124949095825,0.11474372614210022,24.645001282788936,0.0011453881900571061,0.0,11801.202090520848
22,126.27788527066751,1378.7667674048207,4798.696845153664,63.35313446487509,286.62231775748126,68.45182294979001,0.0,156.07858834573582,154.80294721745364,0.005982988163829131,24.659710529419126,0.11470579777883802,24.542090469209022,0.010265471913724306,0.0,11802.380914024046
