time_ind,v_ao,v_art,v_ven,v_la,v_lv,p_lv,q_av,p_ao,p_art,q_ao,p_ven,q_art,p_la,q_ven,q_mv,T
0,134.2114221401004,1287.892542211627,4303.151090628556,52.11105654761432,171.31096201040478,23.842358817551517,0.0,163.73081816782678,162.56945169308716,0.00803841885236357,12.865947038113172,0.09855526304845112,20.790195974216427,-1.0579216502508282,0.0,6298.012455739081
1,134.2087578135982,1287.8625397266642,4303.530545093889,51.76426889374699,171.31096201040478,23.877962776294684,0.0,163.71806709433176,162.55687736643972,0.008037195495892865,12.869194909258518,0.09854484672006211,20.61790145260016,-1.0344859783863012,0.0,6298.343930078857
2,134.20609389164986,1287.8325402808134,4303.902222304841,51.42525505059311,171.31096201040478,23.98465566907624,0.0,163.70531795697195,162.5443043135132,0.00803597672433456,12.8723762124164,0.09853447505433768,20.44514097942991,-1.0109969870810065,0.0,6298.675404418633
3,134.20343037293472,1287.802543862262,4304.2661035276515,51.094033765050334,171.31096201040478,24.162421674429584,0.0,163.6925707494269,162.5317325293564,0.008034762528211404,12.875490787238597,0.09852414815358135,20.272023338307537,-0.987469220825455,0.0,6299.006878758408
4,134.2007672559379,1287.772550457688,4304.622177840349,50.77061597392371,171.31096201040478,24.41118346288611,0.0,163.6798254644465,162.51916200838633,0.008033552895984312,12.878538540240513,0.09851386607566193,20.098653144051553,-0.9639166586328897,0.0,6299.338353098184
5,134.19810453914806,1287.7425600537379,4304.970438817662,50.455008117349394,171.31096201040478,24.730835715675653,0.0,163.6670820947975,162.50659274500632,0.008032347816325676,12.881519416426215,0.09850362885310077,19.925130329122997,-0.9403526492630904,0.0,6299.66982743796
6,134.19544222105787,1287.7125726370264,4305.310885130055,50.147211539759255,171.31096201040478,25.12124026544429,0.0,163.65434063326612,162.49402473360638,0.008031147278134703,12.884433404415754,0.09849343648969644,19.751549349240086,-0.9167898044839602,0.0,6300.0013017777355
7,134.1927803001639,1287.68258819417,4305.643519535328,49.84722349823705,171.31096201040478,25.582226641161316,0.0,163.64160107265707,162.4814579685773,0.008029951270433556,12.887280527814042,0.0984832889662162,19.57799939847956,-0.8932400289407806,0.0,6300.3327761175115
8,134.19011877496567,1287.652606711884,4305.968346086794,49.55503995425594,171.31096201040478,26.11359357674523,0.0,163.62886340578976,162.46889244435135,0.00802875978205869,12.89006082131467,0.09847318625615459,19.404565004807072,-0.8697146028523508,0.0,6300.6642504572865
9,134.18745764396726,1287.6226281768122,4306.285375048635,49.27065065848569,171.31096201040478,26.7151063549479,0.0,163.61612762550445,162.45632815533102,0.008027572802197116,12.892774372772015,0.09846312829798883,19.23132498157307,-0.8462240364143234,0.0,6300.995724797062
10,134.1847969056766,1287.592652575582,4306.594621374937,48.99404067170393,171.31096201040478,27.386497629227676,0.0,163.6033937246606,162.4437650959116,0.008026390320218605,12.895421310182863,0.09845311500376416,19.058352751953766,-0.8227781148514935,0.0,6301.327199136838
11,134.1821365586055,1287.562679894816,4306.896104228219,48.72519084625772,171.31096201040478,28.12746794404227,0.0,163.5906616961359,162.43120326048657,0.008025212325631415,12.898001797565284,0.09844314626181057,18.885716512676353,-0.799385920826015,0.0,6301.658673476614
12,134.17947660126774,1287.532710121316,4307.189840350316,48.46408445499879,171.31096201040478,28.93769588318801,0.0,163.57793153281744,162.41864264352427,0.008024038807491146,12.900515978217939,0.09843322197414765,18.713482188535043,-0.7760562364532513,0.0,6301.99014781639
13,134.1768170321808,1287.5027432418956,4307.475850111243,48.21070114257888,171.31096201040478,29.816828809741807,0.0,163.56520322760997,162.40608323949812,0.008022869754939963,12.902964026494267,0.09842334202235382,18.54171073648387,-0.7527971764743787,0.0,6302.321622156165
14,134.17415784986613,1287.4727792433403,4307.754158965162,47.96501546952953,171.31096201040478,30.764480637177126,0.0,163.5524767734376,162.39352504286998,0.00802170515733445,12.90534616026451,0.09841350625935123,18.370457496732797,-0.7296160999611613,0.0,6302.653096495941
15,134.1714990528489,1287.4428181124586,4308.024795638066,47.72699872452547,171.31096201040478,31.780234603768676,0.0,163.53975216324181,162.38096804811119,0.008020545004085687,12.907662625403544,0.09840371451963179,18.199773000474185,-0.7065197202218875,0.0,6302.984570835717
16,134.1688406396577,1287.4128598361447,4308.287789624389,47.4966214277072,171.31096201040478,32.8636450674937,0.0,163.5270293899809,162.3684122497288,0.008019389284473738,12.909913674363608,0.09839396663338078,18.029704137000472,-0.6835142634772807,0.0,6303.316045175493
17,134.1661826088247,1287.3829044014276,4308.543169234042,47.27385528360461,171.31096201040478,34.01423890627389,0.0,163.51430844662977,162.35585764228676,0.008018237987500301,12.912099549458196,0.09838426243749568,17.860295064211623,-0.660605592648873,0.0,6303.647519515269
