time_ind,v_ao,v_art,v_ven,v_la,v_lv,p_lv,q_av,p_ao,p_art,q_ao,p_ven,q_art,p_la,q_ven,q_mv,T
0,105.09258016680066,997.0415965850176,2865.902754895783,16.52666250684356,34.29003992517224,1.4798617738241227,0.0,29.018937104087676,28.87195206470071,0.000919040249771412,0.831197092841161,0.018395379932388798,1.2775478449645488,-0.07326326890211193,0.0,8467.605327228523
1,105.09219108422705,997.0341978001013,2865.941183979956,16.49602129016101,34.29003992517224,1.4886893690112994,0.0,29.016720003450814,28.869750767824346,0.0009189414350072999,0.8316817788470061,0.01839361786586599,1.2671867892497104,-0.0714830669234097,0.0,8468.028707494885
2,105.0918020434294,997.0267997174604,2865.9788590217377,16.466133371817808,34.29003992517224,1.5151557651757193,0.0,29.014503140864687,28.867549679889922,0.000918842802249146,0.8321569545092564,0.01839186217541795,1.256821707337948,-0.06970376510340624,0.0,8468.452087761245
3,105.09141304435909,997.0194023353137,2866.0157802892763,16.4369984854963,34.29003992517224,1.5592555732731428,0.0,29.01228651605273,28.865348800367553,0.0009187443530808785,0.8326226232099122,0.01839011285847838,1.2464568865180714,-0.067926066595429,0.0,8468.875468027607
4,105.09102408693163,997.0120056508289,2866.051948716521,16.40861570016335,34.29003992517224,1.6209683959758938,0.0,29.010070128533172,28.863148128414473,0.0009186460897596576,0.8330787967284018,0.018388369906766833,1.23609837133223,-0.06615096160710132,0.0,8469.298848293969
5,105.09063517106881,997.0046096614219,2866.087365554223,16.380983767730978,34.29003992517224,1.7002678479916835,0.0,29.007853977860638,28.86094766326199,0.000918548014307044,0.8335254908397804,0.018386633309430238,1.2257513473934831,-0.06437929870702107,0.0,8469.72222856033
6,105.09024629669001,996.9972143644619,2866.122032440907,16.354101052385953,34.29003992517224,1.7971190046144065,0.0,29.00563806357542,28.858747404127257,0.0009184501287435103,0.8339627262099115,0.018384903052397743,1.2154207744900745,-0.06261188859450792,0.0,8470.145608826691
7,105.08985746371415,996.989819757341,2866.155951342126,16.32796559126355,34.29003992517224,1.9114794124359897,0.0,29.003422385215774,28.856547350234433,0.0009183524350329732,0.8343905276292957,0.01838317911889724,1.2051112604489567,-0.06084948352153047,0.0,8470.568989093053
8,105.08946867206596,996.9824258376694,2866.18912435383,16.302575290879215,34.29003992517224,2.0433023474081007,0.0,29.001206942352667,28.85434750087248,0.0009182549349387144,0.8348089215330541,0.018381461491120223,1.1948267368271916,-0.059092724468298746,0.0,8470.992369359414
9,105.08907992165226,996.9750326025179,2866.221554283231,16.27792734704344,34.29003992517224,2.192524417995669,0.0,28.998991734455128,28.85214785516993,0.0009181576305896985,0.8352179433270857,0.01837975014526791,1.1845717939494702,-0.05734235907159546,0.0,8471.415749625776
10,105.08869121239357,996.9676400494359,2866.2532438667376,16.25401902587763,34.29003992517224,2.3590823578494735,0.0,28.996776761070308,28.849948412397644,0.0009180605237135098,0.8356176275242884,0.018378045058220705,1.174349896263519,-0.055598950315209665,0.0,8471.839129892136
11,105.0883025442059,996.9602481758624,2866.2841961739114,16.230847260465225,34.29003992517224,2.5429030285987113,0.0,28.994562021719563,28.847749171793726,0.0009179636160811829,0.8360080128394389,0.01837634620408101,1.1641644227437737,-0.053863046463797394,0.0,8472.262510158498
12,105.08791391700456,996.9528569792495,2866.3144144919115,16.208408766279227,34.29003992517224,2.7439057706030052,0.0,28.99234751592013,28.845550132600046,0.0009178669094144823,0.8363891407317714,0.01837465355515327,1.154018472163582,-0.05213514933980426,0.0,8472.68589042486
13,105.08752533070407,996.945466457062,2866.3439022907924,16.186700075886915,34.29003992517224,2.9620025724699404,0.0,28.990133243185326,28.843351294062344,0.0009177704053864577,0.836761054967259,0.018372967082231177,1.1439148798520224,-0.05041571714574805,0.0,8473.10927069122
14,105.08713678521836,996.9380766067768,2866.372663242674,16.165717519775733,34.29003992517224,3.197098131475884,0.0,28.987919203024447,28.841152655429962,0.0009176741056225106,0.8371238018604586,0.018371286754438873,1.1338562126522473,-0.04870516359699364,0.0,8473.532650957583
15,105.08674828046057,996.9306874258853,2866.400701227572,16.145457220526513,34.29003992517224,3.449089025429625,0.0,28.985705394942485,28.838954215956527,0.0009175780116943292,0.8374774303479726,0.01836961253918318,1.1238447449127453,-0.047003853968940815,0.0,8473.956031223945
16,105.0863598163433,996.9232989118938,2866.4280201711067,16.125915255100807,34.29003992517224,3.7178655404334107,0.0,28.983491818441685,28.83675597490013,0.000917482125128508,0.8378219899415921,0.018367944403496525,1.1138825668792898,-0.045312123224265886,0.0,8474.379411490305
