time_ind,v_ao,v_art,v_ven,v_la,v_lv,p_lv,q_av,p_ao,p_art,q_ao,p_ven,q_art,p_la,q_ven,q_mv,T
0,108.15354863772235,1055.0692746211048,4134.475253862917,32.08094513267712,94.71826351724775,21.761991165181296,0.0,37.394769713248785,36.99621379875505,0.0013885623404316068,14.334271643240402,0.027274528291533578,15.087812739760386,-0.09021524748218489,0.0,13040.426239375392
1,108.15204008008558,1055.041149167434,4134.59914421424,31.986688792660896,94.71826351724775,21.777506718827652,0.0,37.38785098768139,36.98950366678512,0.0013878356037220017,14.335602411978686,0.027264850754968064,15.031357784266323,-0.0832970403178592,0.0,13041.512941562007
2,108.15053230892171,1055.013033379104,4134.7155955403105,31.899861026085755,94.71826351724775,21.82395180511958,0.0,37.380935869128884,36.98279584075885,0.001387113399923453,14.336853274395398,0.02725527216405948,14.976067586994919,-0.07652784655228309,0.0,13042.599643748621
3,108.14902532011025,1054.9849271646212,4134.824757987578,31.820311782110963,94.71826351724775,21.90133772037876,0.0,37.374024338693715,36.976090298847865,0.0013863957392468839,14.338025843289325,0.027245790551470507,14.921881292995062,-0.06990018743805648,0.0,13043.686345935237
4,108.14751910871462,1054.956830424763,4134.92678033214,31.74789238880289,94.71826351724775,22.009628388858072,0.0,37.36711637373493,36.969387017379745,0.0013856826252859316,14.339121716739506,0.027236403965360208,14.868737979824958,-0.06340657790995079,0.0,13044.773048121851
5,108.1460136697952,1054.9287430619363,4135.0218051214815,31.682460401207106,94.71826351724775,22.148777359632838,0.0,37.36021195159795,36.96268597307092,0.0013849740602319754,14.340142425920376,0.02722711053487796,14.816577508501766,-0.057039634709737934,0.0,13045.859750308466
6,108.14450899840705,1054.90066498063,4135.109967215563,31.62388105982109,94.71826351724775,22.318725588388794,0.0,37.35331104960369,36.95598714313437,0.0013842700444610715,14.341089419430771,0.027217908489153696,14.765340635405309,-0.05079209165965615,0.0,13046.94645249508
7,108.14300508960027,1054.8725960876825,4135.191392603626,31.572028473511786,94.71826351724775,22.51939934315152,0.0,37.34641364505044,36.949290505343825,0.0013835705763168003,14.341964050584686,0.027208796172671225,14.71496920262965,-0.04465682397320191,0.0,13048.033154681694
8,108.14150193843531,1054.8445362911964,4135.26620009929,31.526783925499924,94.71826351724775,22.75071108191531,0.0,37.3395197152838,36.94259603777449,0.0013828756532571994,14.342767595619097,0.027199772023042402,14.665406562919985,-0.03862689694944098,0.0,13049.11985686831
9,108.13999953998709,1054.816485500245,4135.33450179631,31.48803541787822,94.71826351724775,23.012559688616108,0.0,37.33262923771559,36.93590371873327,0.0013821852721638325,14.343501258589589,0.027190834565031036,14.616597693928734,-0.03269557906583281,0.0,13050.206559054925
10,108.13849788931793,1054.7884436267902,4135.396400079859,31.455680658454412,94.71826351724775,23.304828925722028,0.0,37.325742189700335,36.92921352721607,0.0013814994273181754,14.344166139266884,0.027181982449741078,14.56848844897754,-0.026856256121640065,0.0,13051.293261241539
11,108.13699698148999,1054.7604105848109,4135.451988984068,31.429625704052143,94.71826351724775,23.62738813710528,0.0,37.3188585485914,36.92252544270009,0.0013808181113207773,14.344763247719053,0.02717321443681635,14.521025897380117,-0.021102470236162945,0.0,13052.379963428153
12,108.13549681157579,1054.7323862893402,4135.501356211119,31.40978294238568,94.71826351724775,23.98009398528252,0.0,37.31197829178974,36.91583944491405,0.0013801413160617869,14.345293525999434,0.027164529368061758,14.47415831509892,-0.015427916133624459,0.0,13053.466665614767
13,108.13399737468592,1054.7043706539487,4135.5445884135115,31.396065812274994,94.71826351724775,24.362795003337066,0.0,37.30510139687106,36.909155513237856,0.0013794690352553405,14.345757904886211,0.027155926098432502,14.427835155095906,-0.009826430800550841,0.0,13054.553367801382
