time_ind,v_ao,v_art,v_ven,v_la,v_lv,p_lv,q_av,p_ao,p_art,q_ao,p_ven,q_art,p_la,q_ven,q_mv,T
0,103.01760729637765,940.1157123566165,2830.1060672427266,10.790950947026904,19.897099489570017,0.18152657437202036,0.0,10.502623460506692,10.38536681571145,0.0006344819133625974,0.24148032037183317,0.009042395763295803,0.19342061627579443,0.004006164495558661,0.005165276492253717,9803.489775634955
1,103.01721856989508,940.1105610145273,2830.109146928738,10.79071685032601,19.89979396883073,0.18649837636939598,0.0,10.501270518432245,10.384033209150676,0.0006343772878743534,0.2415050224878152,0.009041184948818573,0.1933054922738969,0.004017820131803975,0.0029561553629980273,9804.102493745931
2,103.01682990742908,940.1054103501481,2830.1122387951195,10.792619758349156,19.900338521271188,0.2012704245072648,0.0,10.499917799163969,10.382699778039001,0.0006342729186377384,0.24152982230236342,0.009039974203649204,0.19401718165430795,0.003960562338754929,0.0,9804.715211856908
3,103.01644130883473,940.1002603637837,2830.1153726158145,10.795024522613208,19.900338521271188,0.2258663276392379,0.0,10.498565302197624,10.381366522455401,0.0006341688024969342,0.24155495863183588,0.00903876331497401,0.19489138897665512,0.003889785413889432,0.0,9805.327929967887
4,103.01605277395713,940.0951110556795,2830.1185475438156,10.797387437594065,19.900338521271188,0.26028546001050257,0.0,10.49721302699416,10.380033442463324,0.0006340649361917945,0.24158042468240545,0.009037552288905655,0.19570692687011462,0.0038239265446878817,0.0,9805.940648078864
5,103.01566430264458,940.0899624260643,2830.121760591708,10.799711490629408,19.900338521271188,0.3045127703733208,0.0,10.495860973025477,10.378700538122095,0.0006339613165437301,0.24160619649205975,0.009036341146857085,0.1964645086234539,0.0037629242753432967,0.0,9806.55336618984
6,103.01527589474692,940.0848144751527,2830.125008803912,10.801999637233957,19.900338521271188,0.3585287799799669,0.0,10.494509139769015,10.377367809487247,0.0006338579404246437,0.24163225035414274,0.009035129910010228,0.1971648684511951,0.0037067154270040504,0.0,9807.166084300818
7,103.01488755011589,940.0796672031448,2830.128289264537,10.804254793248157,19.900338521271188,0.42230971250219224,0.0,10.49315752670877,10.376035256610498,0.0006337548047625718,0.24165856288032783,0.009033918599259854,0.1978087561600892,0.0036552355476156366,0.0,9807.778802411794
8,103.01449926860496,940.0745206102268,2830.1315990913154,10.806479840899211,19.900338521271188,0.4958280204412942,0.0,10.49180613333463,10.374702879540175,0.000633651906535764,0.24168511095199177,0.009032707235257292,0.1983969382510989,0.0036084188160081213,0.0,9808.391520522771
9,103.0141110500695,940.0693746965703,2830.134935445811,10.808677618595278,19.900338521271188,0.57905155904682,0.0,10.490454959143321,10.373370678320592,0.0006335492427811891,0.24171187180209133,0.009031495838336888,0.19893019390213415,0.003566198383592664,0.0,9809.00423863375
