output,parameter,index,value,confidence
p_ao_max,ao.r,ST,0.00527784733421556,0.00042751252588024805
p_ao_max,ao.c,ST,0.01413338937589107,0.0010679510506498076
p_ao_max,art.r,ST,0.0031798281909952114,0.00023509013355416653
p_ao_max,art.c,ST,0.00978732026882953,0.0011743781311909748
p_ao_max,ven.r,ST,0.0009328456415911426,7.202973789325577e-05
p_ao_max,ven.c,ST,0.01612878803186803,0.0013823479066972953
p_ao_max,av.r,ST,1.6827472814604775e-06,1.2867400157112637e-07
p_ao_max,mv.r,ST,0.00065018953754504,6.334015844438111e-05
p_ao_max,la.E_pas,ST,0.0007594592682803928,4.8874459470129526e-05
p_ao_max,la.E_act,ST,0.0006630174167316197,5.054153481677672e-05
p_ao_max,la.k_pas,ST,0.051806575327597214,0.0034726888515006237
p_ao_max,lv.E_pas,ST,0.013244320217185447,0.00096629429526688
p_ao_max,lv.E_act,ST,0.043991968976142756,0.002832829145520675
p_ao_max,lv.k_pas,ST,0.8580730341146693,0.043667938100728075
p_ao_max,ao.r,S1,0.004581434997367947,0.005022532769640088
p_ao_max,ao.c,S1,0.011062404259662397,0.006233194477342832
p_ao_max,art.r,S1,0.003815891660468809,0.0036108800582278105
p_ao_max,art.c,S1,0.005873656872508608,0.0057190558574400354
p_ao_max,ven.r,S1,0.00027020839112141393,0.002120498755891572
p_ao_max,ven.c,S1,0.013949694955738022,0.006802631777409366
p_ao_max,av.r,S1,1.5403790413735902e-05,8.716283039901319e-05
p_ao_max,mv.r,S1,0.0003377133418346163,0.0014382454394570622
p_ao_max,la.E_pas,S1,0.001357266480624901,0.0017359369861366573
p_ao_max,la.E_act,S1,0.0006616510032037968,0.00164873092158448
p_ao_max,la.k_pas,S1,0.0495605357190813,0.013161501846965597
p_ao_max,lv.E_pas,S1,0.011546100565204028,0.00723160530362148
p_ao_max,lv.E_act,S1,0.04211942380383048,0.01411068759261473
p_ao_max,lv.k_pas,S1,0.8436725220184131,0.04838879975243253
p_ao_max,"('ao.r', 'ao.c')",S2,-0.0006777133040475718,0.007879018378974187
p_ao_max,"('ao.r', 'art.r')",S2,-0.0006867206885263644,0.007751139708640302
p_ao_max,"('ao.r', 'art.c')",S2,-0.0006551698514957981,0.007706260551304501
p_ao_max,"('ao.r', 'ven.r')",S2,-0.0006092708787101692,0.007650372073555196
p_ao_max,"('ao.r', 'ven.c')",S2,-0.0003579340672732849,0.007813816388251706
p_ao_max,"('ao.r', 'av.r')",S2,-0.0006161537752978687,0.00770970144468787
p_ao_max,"('ao.r', 'mv.r')",S2,-0.0006221132638432006,0.0078037364085795525
p_ao_max,"('ao.r', 'la.E_pas')",S2,-0.0006297106855992199,0.007704750798780611
p_ao_max,"('ao.r', 'la.E_act')",S2,-0.0006190314801183028,0.00772711449815732
p_ao_max,"('ao.r', 'la.k_pas')",S2,-0.0007640900036181703,0.007905332454246893
p_ao_max,"('ao.r', 'lv.E_pas')",S2,-0.0005700390584279253,0.007767190721131121
p_ao_max,"('ao.r', 'lv.E_act')",S2,-0.0003350725799310811,0.007780508786463371
p_ao_max,"('ao.r', 'lv.k_pas')",S2,0.0007878685919601169,0.01012542920712102
p_ao_max,"('ao.c', 'art.r')",S2,0.0008374625901920079,0.010128911658407003
p_ao_max,"('ao.c', 'art.c')",S2,0.0007281952386596147,0.010286245678140871
p_ao_max,"('ao.c', 'ven.r')",S2,0.0008001523912900283,0.010109540250608841
p_ao_max,"('ao.c', 'ven.c')",S2,0.0006852437005617495,0.010045662742016086
p_ao_max,"('ao.c', 'av.r')",S2,0.0008120014534049792,0.010118913967152086
p_ao_max,"('ao.c', 'mv.r')",S2,0.0007887851325160814,0.010098034695309921
p_ao_max,"('ao.c', 'la.E_pas')",S2,0.0008650444819419793,0.010129587871548601
p_ao_max,"('ao.c', 'la.E_act')",S2,0.0008332915862550261,0.010144528369737121
p_ao_max,"('ao.c', 'la.k_pas')",S2,0.0012297077619041336,0.010263183035994244
p_ao_max,"('ao.c', 'lv.E_pas')",S2,0.0013292973504955268,0.010117843509012497
p_ao_max,"('ao.c', 'lv.E_act')",S2,0.0013034687372479176,0.010418284366256114
p_ao_max,"('ao.c', 'lv.k_pas')",S2,0.002355749070079294,0.012605117135390028
p_ao_max,"('art.r', 'art.c')",S2,-0.0012158060187801648,0.005415083613925597
p_ao_max,"('art.r', 'ven.r')",S2,-0.0009634610187352882,0.005329575939914335
p_ao_max,"('art.r', 'ven.c')",S2,-0.0012817282340956866,0.005441099896626084
p_ao_max,"('art.r', 'av.r')",S2,-0.0009770211889850965,0.005311508737620366
p_ao_max,"('art.r', 'mv.r')",S2,-0.000985443998605952,0.005320380907814328
p_ao_max,"('art.r', 'la.E_pas')",S2,-0.000956269008963218,0.005314158503158893
p_ao_max,"('art.r', 'la.E_act')",S2,-0.0009769253954118318,0.005308982379695103
p_ao_max,"('art.r', 'la.k_pas')",S2,-0.0011501412522512758,0.005434519472121149
p_ao_max,"('art.r', 'lv.E_pas')",S2,-0.0007412377647301512,0.005389734003173464
p_ao_max,"('art.r', 'lv.E_act')",S2,-0.0011864314777760426,0.005506683615079917
p_ao_max,"('art.r', 'lv.k_pas')",S2,-0.000735972387531536,0.005341519492136322
p_ao_max,"('art.c', 'ven.r')",S2,-0.00045004340476530435,0.009376490229384738
p_ao_max,"('art.c', 'ven.c')",S2,-0.00022602784130842934,0.009506799930996816
p_ao_max,"('art.c', 'av.r')",S2,-0.00024650942846947925,0.0094119637784754
p_ao_max,"('art.c', 'mv.r')",S2,-0.0002654679056537659,0.009412459318967316
