output,parameter,index,value,confidence
q_av_max,ao.r,ST,0.0011585959297693235,5.3510478342044754e-05
q_av_max,ao.c,ST,0.048867095166982115,0.0019624724767467734
q_av_max,art.r,ST,0.004517047511465331,0.0002811334659108983
q_av_max,art.c,ST,0.007801401920973024,0.0005283087815888933
q_av_max,ven.r,ST,0.0004909405066206089,2.0392469390955535e-05
q_av_max,ven.c,ST,0.010455170599128576,0.000490297827863414
q_av_max,av.r,ST,6.388124191339749e-06,7.289383108795601e-07
q_av_max,mv.r,ST,0.00047558160702356893,2.9979679995293162e-05
q_av_max,la.E_pas,ST,0.00044169195437180654,1.874384253882766e-05
q_av_max,la.E_act,ST,0.0003388488699135534,1.2601126644274454e-05
q_av_max,la.k_pas,ST,0.0294752773716543,0.001044802934969789
q_av_max,lv.E_pas,ST,0.012065223343122556,0.00037557796879214464
q_av_max,lv.E_act,ST,0.06794197192666784,0.002569941342569315
q_av_max,lv.k_pas,ST,0.8357864717242336,0.022838020585943346
q_av_max,ao.r,S1,0.000991277378940794,0.0011004582427734065
q_av_max,ao.c,S1,0.04429523257137643,0.00674640425643475
q_av_max,art.r,S1,0.0018001066015093544,0.0020635429330404386
q_av_max,art.c,S1,0.003703167630718002,0.0028069559672266138
q_av_max,ven.r,S1,0.0001282267344989304,0.0007012983642973316
q_av_max,ven.c,S1,0.007436771129301815,0.0031434090051907105
q_av_max,av.r,S1,-2.825179281734503e-05,8.56828518467828e-05
q_av_max,mv.r,S1,0.0002603681122270886,0.00068480138324678
q_av_max,la.E_pas,S1,0.0003247166926664603,0.0006627224049202251
q_av_max,la.E_act,S1,0.0002966143778944562,0.0005250770308930557
q_av_max,la.k_pas,S1,0.02738266678869353,0.005244908069150257
q_av_max,lv.E_pas,S1,0.012433311739409583,0.003336156789533272
q_av_max,lv.E_act,S1,0.06495646758602215,0.008194807808475514
q_av_max,lv.k_pas,S1,0.8155671416482854,0.025452617296069655
q_av_max,"('ao.r', 'ao.c')",S2,6.04702779414476e-05,0.001603913046709874
q_av_max,"('ao.r', 'art.r')",S2,-2.687118366626962e-05,0.0016151814853223056
q_av_max,"('ao.r', 'art.c')",S2,-7.610259687148213e-05,0.0016159521680300696
q_av_max,"('ao.r', 'ven.r')",S2,-6.155881205097637e-05,0.0015955655405704527
q_av_max,"('ao.r', 'ven.c')",S2,-2.493732734533665e-05,0.001591165472524782
q_av_max,"('ao.r', 'av.r')",S2,-5.781430728792755e-05,0.0015942866067294261
q_av_max,"('ao.r', 'mv.r')",S2,-6.160216823323606e-05,0.001597401095204172
q_av_max,"('ao.r', 'la.E_pas')",S2,-5.592251263144307e-05,0.0015932615364974776
q_av_max,"('ao.r', 'la.E_act')",S2,-6.046502410542691e-05,0.001595305931766518
q_av_max,"('ao.r', 'la.k_pas')",S2,-4.333680046537253e-05,0.001588673397515065
q_av_max,"('ao.r', 'lv.E_pas')",S2,-4.923147027874851e-05,0.0015986694975752681
q_av_max,"('ao.r', 'lv.E_act')",S2,-0.00025156295617910496,0.0016043698473651338
q_av_max,"('ao.r', 'lv.k_pas')",S2,3.493226135242722e-05,0.001982562373335372
q_av_max,"('ao.c', 'art.r')",S2,-0.00189118804597069,0.008045231437399773
q_av_max,"('ao.c', 'art.c')",S2,-0.0018684785448710747,0.008067065108094
q_av_max,"('ao.c', 'ven.r')",S2,-0.001906054695492329,0.00794899069100162
q_av_max,"('ao.c', 'ven.c')",S2,-0.0015937469280689212,0.007843091198014813
q_av_max,"('ao.c', 'av.r')",S2,-0.0019081393239630694,0.00794335699863023
q_av_max,"('ao.c', 'mv.r')",S2,-0.0019163301691499063,0.007930037401833734
q_av_max,"('ao.c', 'la.E_pas')",S2,-0.0018809507055241093,0.007968260161288598
q_av_max,"('ao.c', 'la.E_act')",S2,-0.0019996913791259616,0.007947445330312001
q_av_max,"('ao.c', 'la.k_pas')",S2,-0.0018698938329408492,0.008498245315673628
q_av_max,"('ao.c', 'lv.E_pas')",S2,-0.0025490649436233966,0.008113253883320709
q_av_max,"('ao.c', 'lv.E_act')",S2,-0.0021178199820093696,0.008156996638468385
q_av_max,"('ao.c', 'lv.k_pas')",S2,0.0038721973869775272,0.014146686403473004
q_av_max,"('art.r', 'art.c')",S2,0.0009049714426679766,0.0035124661536945828
q_av_max,"('art.r', 'ven.r')",S2,0.0004027886260667163,0.0035415764204434295
q_av_max,"('art.r', 'ven.c')",S2,0.00037311194995809024,0.0035918787967459923
q_av_max,"('art.r', 'av.r')",S2,0.0003998384946454458,0.0035443646083855138
q_av_max,"('art.r', 'mv.r')",S2,0.00040029053018026566,0.0035571981367276606
q_av_max,"('art.r', 'la.E_pas')",S2,0.0003956190889389296,0.0035513304270745243
q_av_max,"('art.r', 'la.E_act')",S2,0.000392054839394083,0.003535883976618244
q_av_max,"('art.r', 'la.k_pas')",S2,0.00045986974618948684,0.0035758145357281277
q_av_max,"('art.r', 'lv.E_pas')",S2,0.00043826646827403205,0.0035410924445378805
q_av_max,"('art.r', 'lv.E_act')",S2,0.0004307164759772414,0.003771621767223604
q_av_max,"('art.r', 'lv.k_pas')",S2,0.0025542118933339353,0.004554557626294703
q_av_max,"('art.c', 'ven.r')",S2,-0.0010436406253792499,0.0049545865144443695
q_av_max,"('art.c', 'ven.c')",S2,-0.0009995486810448284,0.00506846529554038
q_av_max,"('art.c', 'av.r')",S2,-0.0010384659389041406,0.0049629084752708065
q_av_max,"('art.c', 'mv.r')",S2,-0.001019455043857829,0.004974867734280301
